entry_idx,exit_idx,entry_time,exit_time,side,entry_price,exit_price,size,pnl,exit_reason,regime_at_entry
5047,5074,2024-11-04 03:15:00+00:00,2024-11-04 10:00:00+00:00,long,0.5069,0.512024491330732,21861.364339083113,100.83481807809042,tp,RANGE
5075,5092,2024-11-04 10:15:00+00:00,2024-11-04 14:30:00+00:00,long,0.5125,0.5090497278779738,22166.55512977808,-87.76452606243578,sl,TREND_UP
5092,5100,2024-11-04 14:30:00+00:00,2024-11-04 16:30:00+00:00,long,0.509,0.5136989925084473,23781.102872704134,99.53089565500336,tp,RANGE
5103,5119,2024-11-04 17:15:00+00:00,2024-11-04 21:15:00+00:00,short,0.5087,0.5028102772598676,19418.573456933565,104.60615536636199,tp,TREND_DOWN
5128,5152,2024-11-04 23:30:00+00:00,2024-11-05 05:30:00+00:00,short,0.5033,0.5084280481652207,15238.007094219629,-85.88866452597519,sl,TREND_DOWN
5162,5167,2024-11-05 08:00:00+00:00,2024-11-05 09:15:00+00:00,long,0.5147,0.5112974767898109,22415.73989056274,-87.73118649762486,sl,TREND_UP
5169,5181,2024-11-05 09:45:00+00:00,2024-11-05 12:45:00+00:00,long,0.511,0.5076365322084593,22085.748548461306,-85.49623669918596,sl,RANGE
5181,5188,2024-11-05 12:45:00+00:00,2024-11-05 14:30:00+00:00,long,0.5076,0.5117684673502795,26034.41147469431,95.20000335723242,tp,RANGE
5189,5191,2024-11-05 14:45:00+00:00,2024-11-05 15:15:00+00:00,long,0.5126,0.5090570948759818,20883.64179750002,-84.61972755638766,sl,TREND_UP
5194,5198,2024-11-05 16:00:00+00:00,2024-11-05 17:00:00+00:00,short,0.5104,0.5142733270962472,18609.90979964614,-81.65284811531103,sl,TREND_DOWN
5205,5209,2024-11-05 18:45:00+00:00,2024-11-05 19:45:00+00:00,long,0.5139,0.5108945797160288,23377.509408204303,-82.20268380805722,sl,TREND_UP
5218,5224,2024-11-05 22:00:00+00:00,2024-11-05 23:30:00+00:00,short,0.5117,0.5153825207167609,18567.421205556308,-77.94423759041612,sl,TREND_DOWN
5225,5228,2024-11-05 23:45:00+00:00,2024-11-06 00:30:00+00:00,short,0.514,0.5175782290397872,18619.82806718897,-76.26322714190165,sl,TREND_DOWN
5271,5306,2024-11-06 11:15:00+00:00,2024-11-06 20:00:00+00:00,short,0.5353,0.5417542084406747,10056.900660572192,-70.35770138722658,sl,TREND_DOWN
5324,5327,2024-11-07 00:30:00+00:00,2024-11-07 01:15:00+00:00,short,0.5398,0.5443752031656559,13856.10816152359,-70.93743161978884,sl,TREND_DOWN
5364,5402,2024-11-07 10:30:00+00:00,2024-11-07 20:00:00+00:00,short,0.5495,0.5561075485795471,9356.899915884436,-67.02961342269373,sl,TREND_DOWN
5405,5428,2024-11-07 20:45:00+00:00,2024-11-08 02:30:00+00:00,short,0.5565,0.5491055491075345,12248.931062176194,83.8481632075804,tp,TREND_DOWN
5432,5474,2024-11-08 03:30:00+00:00,2024-11-08 14:00:00+00:00,short,0.549,0.5538374822811801,12800.745348872188,-69.01291138640947,sl,TREND_DOWN
5494,5538,2024-11-08 19:00:00+00:00,2024-11-09 06:00:00+00:00,short,0.5497,0.5556076090933446,10224.537108837636,-66.08339901653645,sl,TREND_DOWN
5541,5548,2024-11-09 06:45:00+00:00,2024-11-09 08:30:00+00:00,short,0.5525,0.5566773225589995,14116.33672651459,-66.82673639135992,sl,TREND_DOWN
5550,5565,2024-11-09 09:00:00+00:00,2024-11-09 12:45:00+00:00,short,0.5554,0.5489039717292915,13271.795291120157,78.9290162668985,tp,TREND_DOWN
5565,5573,2024-11-09 12:45:00+00:00,2024-11-09 14:45:00+00:00,long,0.5488,0.5453080817927238,16869.561466230003,-68.10623703652658,sl,RANGE
5575,5590,2024-11-09 15:15:00+00:00,2024-11-09 19:00:00+00:00,short,0.5474,0.5511537823372248,15280.546028599865,-65.78177452514942,sl,RANGE
5592,5605,2024-11-09 19:30:00+00:00,2024-11-09 22:45:00+00:00,long,0.5498,0.5553398365588302,15129.575471270564,75.41331934590666,tp,RANGE
5748,5768,2024-11-11 10:30:00+00:00,2024-11-11 15:30:00+00:00,short,0.586,0.5935520945214545,7576.549563749289,-61.715895314728904,sl,TREND_DOWN
8911,8925,2024-12-14 09:15:00+00:00,2024-12-14 12:45:00+00:00,short,2.4581,2.4078706785095774,1669.215362447108,79.82430034975393,tp,TREND_DOWN
8966,8978,2024-12-14 23:00:00+00:00,2024-12-15 02:00:00+00:00,short,2.4002,2.4280581727665793,2060.8001790755543,-62.413870143327834,sl,TREND_DOWN
9013,9055,2024-12-15 10:45:00+00:00,2024-12-15 21:15:00+00:00,short,2.4133,2.372186433801042,2045.416947052967,79.24227472386717,tp,TREND_DOWN
9078,9112,2024-12-16 03:00:00+00:00,2024-12-16 11:30:00+00:00,short,2.4172,2.368010548171675,1754.9202918254882,82.16789739505609,tp,TREND_DOWN
9855,9876,2024-12-24 05:15:00+00:00,2024-12-24 10:30:00+00:00,short,2.2649,2.2239709291424306,2166.2193258137904,83.84373547251238,tp,TREND_DOWN
9877,9886,2024-12-24 10:45:00+00:00,2024-12-24 13:00:00+00:00,short,2.2282,2.2519094042335563,2559.588236020946,-66.45027297893672,sl,TREND_DOWN
9924,9961,2024-12-24 22:30:00+00:00,2024-12-25 07:45:00+00:00,short,2.3257,2.2801614356630844,1951.4199252496578,84.41530935598156,tp,TREND_DOWN
9982,10012,2024-12-25 13:00:00+00:00,2024-12-25 20:30:00+00:00,short,2.2868,2.3144359536297885,2201.50821879667,-65.93602882405764,sl,TREND_DOWN
10031,10046,2024-12-26 01:15:00+00:00,2024-12-26 05:00:00+00:00,short,2.2794,2.2418218882101417,2371.9141594785033,83.81464636115615,tp,TREND_DOWN
10047,10058,2024-12-26 05:15:00+00:00,2024-12-26 08:00:00+00:00,short,2.2493,2.2147702085162555,2649.4309599489056,85.61641783799689,tp,TREND_DOWN
10195,10287,2024-12-27 18:15:00+00:00,2024-12-28 17:15:00+00:00,short,2.1684,2.2007156974422677,1936.6029022213947,-66.8445858606348,sl,TREND_DOWN
10289,10371,2024-12-28 17:45:00+00:00,2024-12-29 14:15:00+00:00,short,2.1943,2.1658911401991077,3229.369054449308,84.74823088972614,tp,TREND_DOWN
10375,10382,2024-12-29 15:15:00+00:00,2024-12-29 17:00:00+00:00,short,2.1669,2.1403993574999562,3549.8216129756825,86.4745176047448,tp,TREND_DOWN
10382,10395,2024-12-29 17:00:00+00:00,2024-12-29 20:15:00+00:00,short,2.1511,2.122360685006497,3355.5436446813587,89.31435187064999,tp,TREND_DOWN
