entry_idx,exit_idx,entry_time,exit_time,side,entry_price,exit_price,size,pnl,exit_reason,regime_at_entry
4342,4353,2024-10-27 19:00:00+00:00,2024-10-27 21:45:00+00:00,long,0.5137,0.5166461725949234,43554.682834854066,105.81725276341267,tp,RANGE
4355,4366,2024-10-27 22:15:00+00:00,2024-10-28 01:00:00+00:00,long,0.5172,0.5150372706432853,40326.48496006326,-107.98491562471062,sl,TREND_UP
4371,4383,2024-10-28 02:15:00+00:00,2024-10-28 05:15:00+00:00,short,0.5154,0.5122429218647334,40213.65663610936,106.3584951308319,tp,RANGE
4383,4390,2024-10-28 05:15:00+00:00,2024-10-28 07:00:00+00:00,long,0.5123,0.5155296487468896,40105.48438889616,108.85106112016659,tp,RANGE
4397,4401,2024-10-28 08:45:00+00:00,2024-10-28 09:45:00+00:00,short,0.5171,0.5196627130390479,34384.33567085008,-105.98544252344556,sl,TREND_DOWN
4404,4423,2024-10-28 10:30:00+00:00,2024-10-28 15:15:00+00:00,long,0.5179,0.5152104182297478,31842.078445034855,-102.04724426567863,sl,RANGE
4425,4439,2024-10-28 15:45:00+00:00,2024-10-28 19:15:00+00:00,long,0.5139,0.5185985846746862,26583.891004717483,111.12029461810133,tp,RANGE
4446,4466,2024-10-28 21:00:00+00:00,2024-10-29 02:00:00+00:00,long,0.5174,0.5224583086490722,25271.377594299756,114.62718666406586,tp,RANGE
4480,4487,2024-10-29 05:30:00+00:00,2024-10-29 07:15:00+00:00,long,0.523,0.526969184246356,32973.269320081854,113.50108430058194,tp,RANGE
4489,4539,2024-10-29 07:45:00+00:00,2024-10-29 20:15:00+00:00,long,0.5259,0.5227664126045183,28458.259110601834,-104.05346407055481,sl,RANGE
4540,4546,2024-10-29 20:30:00+00:00,2024-10-29 22:00:00+00:00,short,0.524,0.5278375164325627,22617.766026773297,-98.73455424242555,sl,TREND_DOWN
4547,4558,2024-10-29 22:15:00+00:00,2024-10-30 01:00:00+00:00,short,0.5281,0.5229440411063496,24607.737939965846,114.0080153633733,tp,TREND_DOWN
4558,4602,2024-10-30 01:00:00+00:00,2024-10-30 12:00:00+00:00,long,0.5233,0.5203584079256917,29441.395922410353,-101.92465481123129,sl,RANGE
4605,4610,2024-10-30 12:45:00+00:00,2024-10-30 14:00:00+00:00,short,0.5219,0.5247329755041394,29741.85623309235,-99.86448287419361,sl,RANGE
4622,4676,2024-10-30 17:00:00+00:00,2024-10-31 06:30:00+00:00,long,0.522,0.5185067194547252,23459.385509129053,-94.11406402390591,sl,RANGE
4676,4683,2024-10-31 06:30:00+00:00,2024-10-31 08:15:00+00:00,long,0.5184,0.5162375002039649,36912.38162625707,-98.8785733552648,sl,RANGE
4683,4687,2024-10-31 08:15:00+00:00,2024-10-31 09:15:00+00:00,long,0.5158,0.5193236412482883,32975.57834630813,99.06911062814089,tp,RANGE
4687,4705,2024-10-31 09:15:00+00:00,2024-10-31 13:45:00+00:00,short,0.5193,0.515584888648158,31938.72431519349,102.18879364711395,tp,RANGE
4705,4706,2024-10-31 13:45:00+00:00,2024-10-31 14:00:00+00:00,long,0.5145,0.5115866286017684,27739.685086407742,-95.00725709852088,sl,RANGE
4728,4759,2024-10-31 19:30:00+00:00,2024-11-01 03:15:00+00:00,short,0.5078,0.5123684570014988,17211.59214136944,-87.44909553319303,sl,TREND_DOWN
4792,4807,2024-11-01 11:30:00+00:00,2024-11-01 15:15:00+00:00,short,0.5183,0.5232016711326518,15649.078387523357,-84.89425974876697,sl,TREND_DOWN
4817,4902,2024-11-01 17:45:00+00:00,2024-11-02 15:00:00+00:00,short,0.5159,0.5072958463144734,13048.325549279365,105.65043701227428,tp,TREND_DOWN
4904,4947,2024-11-02 15:30:00+00:00,2024-11-03 02:15:00+00:00,short,0.51,0.5048206038561868,22249.188774308288,104.00551362826862,tp,TREND_DOWN
4957,4992,2024-11-03 04:45:00+00:00,2024-11-03 13:30:00+00:00,short,0.5047,0.4993167756537224,21923.12780774822,107.0705298720172,tp,TREND_DOWN
4992,4993,2024-11-03 13:30:00+00:00,2024-11-03 13:45:00+00:00,long,0.4991,0.49599276288793476,25938.86225800877,-93.46368341035233,sl,RANGE
5003,5020,2024-11-03 16:15:00+00:00,2024-11-03 20:30:00+00:00,short,0.4985,0.5036501800441174,15236.360552325928,-86.14379579696316,sl,TREND_DOWN
5021,5044,2024-11-03 20:45:00+00:00,2024-11-04 02:30:00+00:00,short,0.5036,0.5077013662659804,18675.537043900626,-86.07681330385958,sl,TREND_DOWN
