min_height_atr,signal_mode,total_trades,win_rate,total_pnl,total_pnl_pct,profit_factor,max_drawdown_pct,sharpe_ratio,avg_pnl_per_trade,avg_win,avg_loss,box_filter_pass_rate,box_filter_total_candidates,box_filter_passed,error
1.5,all,366.0,0.39344262295081966,-2158.892322229163,-0.21588923222291628,0.6432043877091521,-0.23990898399566565,0.1842033189680842,-5.898612902265472,27.02700880370961,-27.25577292776282,1.0,366.0,366.0,
2.0,all,366.0,0.39344262295081966,-2158.892322229163,-0.21588923222291628,0.6432043877091521,-0.23990898399566565,0.1842033189680842,-5.898612902265472,27.02700880370961,-27.25577292776282,1.0,366.0,366.0,
2.5,all,366.0,0.39344262295081966,-2158.892322229163,-0.21588923222291628,0.6432043877091521,-0.23990898399566565,0.1842033189680842,-5.898612902265472,27.02700880370961,-27.25577292776282,1.0,366.0,366.0,
3.0,all,366.0,0.39344262295081966,-2158.892322229163,-0.21588923222291628,0.6432043877091521,-0.23990898399566565,0.1842033189680842,-5.898612902265472,27.02700880370961,-27.25577292776282,1.0,366.0,366.0,
3.5,all,366.0,0.39344262295081966,-2158.892322229163,-0.21588923222291628,0.6432043877091521,-0.23990898399566565,0.1842033189680842,-5.898612902265472,27.02700880370961,-27.25577292776282,1.0,366.0,366.0,
4.0,all,366.0,0.39344262295081966,-2158.892322229163,-0.21588923222291628,0.6432043877091521,-0.23990898399566565,0.1842033189680842,-5.898612902265472,27.02700880370961,-27.25577292776282,1.0,366.0,366.0,
5.0,all,,,,,,,,,,,,,,Length of values (174983) does not match length of index (175001)
6.0,all,,,,,,,,,,,,,,Length of values (174937) does not match length of index (175001)
