entry_bar,exit_bar,entry_time,exit_time,side,signal_type,entry_price,exit_price,size,pnl,pnl_pct,exit_reason,stop_loss,take_profit,mfe,mae,mfe_pct,mae_pct
10482,10483,2024-01-22 21:06:00+00:00,2024-01-22 21:09:00+00:00,short,breakout_short,0.52799438,0.5289681649938752,31930.53257098294,-44.593224251762074,-0.0026450471156014717,sl,0.5288623925153721,0.5269564112269418,0.0001943799999999385,0.0009056200000000514,0.0003681478579373108,0.0017152076505057713
10539,10543,2024-01-22 23:57:00+00:00,2024-01-23 00:09:00+00:00,short,breakout_short,0.5273945,0.5294465486472668,13164.759357397958,-32.579949864726295,-0.004692474166351244,sl,0.5293406805111646,0.5247389792332531,0.0004944999999999533,0.0024055000000000604,0.0009376282839505405,0.004561101793818594
10560,10729,2024-01-23 01:00:00+00:00,2024-01-23 09:27:00+00:00,short,breakout_short,0.52699458,0.5078106030164972,1868.1921254354095,35.066068777405654,0.03561716879573264,tp,0.5400272925304959,0.5077090612042563,0.02589458,0.00480542000000006,0.04913633077592563,0.009118537803557791
10732,12316,2024-01-23 09:36:00+00:00,2024-01-26 16:48:00+00:00,short,breakout_short,0.5068986,0.5258042952257667,1296.2259935816028,-25.04150011294583,-0.03811171777522564,sl,0.5256991553946877,0.47895126690796846,0.010698600000000003,0.018801399999999968,0.02110599634719844,0.037091047400801595
12319,14296,2024-01-26 16:57:00+00:00,2024-01-30 19:48:00+00:00,long,breakout_long,0.52520502,0.5140674913030339,2211.9347871334853,-25.555008375942027,-0.02199757668250652,sl,0.5141703253681075,0.5414945119478388,0.014794980000000013,0.011405019999999988,0.028169913532052705,0.021715367457835776
14299,14662,2024-01-30 19:57:00+00:00,2024-01-31 14:06:00+00:00,short,breakout_short,0.51409716,0.48628851399180734,1291.30336940871,35.3926777324598,0.05331383612116432,tp,0.5328724828422267,0.48619127573666,0.028797160000000044,0.002102839999999939,0.05601501474935213,0.004090355216122841
14665,14701,2024-01-31 14:15:00+00:00,2024-01-31 16:03:00+00:00,short,breakout_short,0.49880022,0.5104565828275011,2112.7326822770415,-25.479694634998317,-0.02417814801411283,sl,0.510354511925116,0.48171823211232595,0.0004002200000000067,0.011999780000000015,0.0008023653237362379,0.02405728690336186
14761,14765,2024-01-31 19:03:00+00:00,2024-01-31 19:15:00+00:00,long,breakout_long,0.51400278,0.5110325938577674,8728.773404116153,-29.505002407436972,-0.006576229591162235,sl,0.5111348208219318,0.5180477687671023,0.0,0.0032027799999999607,0.0,0.0062310557931222876
14771,14772,2024-01-31 19:33:00+00:00,2024-01-31 19:36:00+00:00,long,breakout_long,0.51170232,0.5109643281229076,45107.2704951853,-51.74067967257237,-0.002241652014283638,sl,0.5110665414311938,0.5124001878532094,9.767999999998889e-05,0.00120232000000009,0.0001908922359390297,0.002349647349654561
14799,14882,2024-01-31 20:57:00+00:00,2024-02-01 01:06:00+00:00,short,breakout_short,0.5054988800000001,0.49907185555984085,5416.504767536803,32.63550364980298,0.011919306618315967,tp,0.5100186259015925,0.49897206114761133,0.006698880000000074,0.0021011199999999564,0.01325201749210616,0.004156527508033165
14885,15256,2024-02-01 01:15:00+00:00,2024-02-01 19:48:00+00:00,short,breakout_short,0.49520094000000003,0.5101007519155811,1633.8187589830552,-25.00058451807128,-0.03090045142553107,sl,0.5099987521651481,0.4732518717522779,0.005200940000000043,0.015199059999999931,0.010502686040943385,0.03069271233612749
15267,19849,2024-02-01 20:21:00+00:00,2024-02-11 09:27:00+00:00,long,breakout_long,0.5091018,0.5310214904578596,1623.7054623228669,34.91557958157075,0.04223839149984626,tp,0.4942481893326268,0.5311277160010598,0.023398199999999925,0.01220180000000004,0.0459597667892746,0.023967308699360403
19852,20078,2024-02-11 09:36:00+00:00,2024-02-11 20:54:00+00:00,long,breakout_long,0.5346069,0.5236003436280579,2226.963687821465,-25.453837010574855,-0.021379894777627015,sl,0.5237050846449869,0.5506923730325196,0.001393100000000036,0.01110690000000003,0.002605839917142925,0.020775826125701016
20081,20089,2024-02-11 21:03:00+00:00,2024-02-11 21:27:00+00:00,long,breakout_long,0.52550508,0.5239365825934342,17647.64376681375,-35.08835252644387,-0.003783548717746176,sl,0.5240413908716085,0.5274379136925872,0.00019491999999998733,0.0015050799999999365,0.00037091934487100934,0.0028640636547223037
20094,20115,2024-02-11 21:42:00+00:00,2024-02-11 22:45:00+00:00,short,breakout_short,0.5238952,0.5262326916747058,11228.62926938675,-30.963426147972157,-0.005263539027224611,sl,0.5261274661814694,0.5208088007277959,0.0,0.0024047999999999847,0.0,0.0045902310233038686
20127,20148,2024-02-11 23:21:00+00:00,2024-02-12 00:24:00+00:00,long,breakout_long,0.5256050999999999,0.5274961528950579,16994.402459650788,24.978583362118577,0.0027964195817353245,tp,0.5240988845135307,0.5276016732297039,0.0025949000000000666,0.000505099999999925,0.004936976448668529,0.0009609876312081544
20179,20182,2024-02-12 01:57:00+00:00,2024-02-12 02:06:00+00:00,long,breakout_long,0.52830564,0.5285712075374245,75083.09367637456,-11.801801049372688,-0.000297523232177702,tp,0.5278820380493269,0.5286769429260096,0.000394359999999927,0.0004056399999999849,0.0007464618397788201,0.0007678131166647869
20190,20192,2024-02-12 02:30:00+00:00,2024-02-12 02:36:00+00:00,long,breakout_long,0.52590516,0.5237973657036666,12563.697784402519,-31.756948649405437,-0.00480633296432157,sl,0.5239021461328932,0.5286467808006603,0.0,0.005605159999999998,0.0,0.010658119422140674
20195,20456,2024-02-12 02:45:00+00:00,2024-02-12 15:48:00+00:00,short,breakout_short,0.5203959,0.5273336538989711,3532.094897302353,-25.985077229727136,-0.014137017068218061,sl,0.5272282082573196,0.5104076876140204,0.006095900000000043,0.007004099999999958,0.011713966232247491,0.013459175985052836
20462,20892,2024-02-12 16:06:00+00:00,2024-02-13 13:36:00+00:00,long,breakout_long,0.52720542,0.5189718115446921,2953.465197346316,-25.55361523877777,-0.01641121092405658,sl,0.519075626670026,0.5391365599949609,0.010794579999999998,0.009705420000000076,0.02047509299126704,0.018409180998177285
20895,20904,2024-02-13 13:45:00+00:00,2024-02-13 14:12:00+00:00,long,breakout_long,0.5228045400000001,0.5193619277145382,7308.136759319426,-28.20559942028297,-0.007382259673085007,sl,0.5194658208787138,0.5275512686819294,0.00179545999999986,0.00470454000000009,0.003434285402341494,0.008998659422506335
20907,21283,2024-02-13 14:21:00+00:00,2024-02-14 09:09:00+00:00,short,breakout_short,0.51559686,0.5311624456276033,1534.576038610102,-24.529107430497024,-0.031001525784804584,sl,0.5310562343807271,0.4926656484289094,0.0015968600000000333,0.016303139999999994,0.003097109629410918,0.031619936552755565
21293,21599,2024-02-14 09:39:00+00:00,2024-02-15 00:57:00+00:00,long,breakout_long,0.5318063399999999,0.542339884850916,3280.1220080632193,33.14198001960619,0.018999183727248722,tp,0.5245344169827858,0.5424483745258212,0.011993660000000017,0.00580633999999991,0.02255268336966426,0.010918147384252529
21602,21992,2024-02-15 01:06:00+00:00,2024-02-15 20:36:00+00:00,long,breakout_long,0.54330864,0.559168930575445,2200.157420530882,33.92488631819322,0.028380368748074477,tp,0.5324794755114723,0.5592807867327916,0.016791360000000033,0.0063086399999999765,0.030905748158174023,0.011611521583753897
21995,22139,2024-02-15 20:45:00+00:00,2024-02-16 03:57:00+00:00,long,breakout_long,0.56051208,0.5778629301404906,2019.9350556227598,34.127813007863075,0.03014297236276238,tp,0.5486809827695601,0.5779785258456598,0.01858791999999998,0.0028120799999999946,0.03316238964912225,0.005016983755283195
22145,22809,2024-02-16 04:15:00+00:00,2024-02-17 13:27:00+00:00,long,breakout_long,0.57551508,0.5494738558614383,920.2341186544012,-24.378124224586397,-0.046030452777894665,sl,0.5495837726159615,0.6141243410760578,0.0022849200000000236,0.027715080000000003,0.003970217426796225,0.04815700050813613
22812,23126,2024-02-17 13:36:00+00:00,2024-02-18 05:18:00+00:00,short,breakout_short,0.54829032,0.5589056398865954,2279.8055597847588,-25.210541898402102,-0.020168509031036706,sl,0.5587938811103733,0.53280917833444,0.009090319999999985,0.010809680000000044,0.01657939173538571,0.019715248666071734
23129,24043,2024-02-18 05:27:00+00:00,2024-02-20 03:09:00+00:00,long,breakout_long,0.55741146,0.5688640761007501,3035.6132837346786,33.39813877753753,0.019737853768399025,tp,0.54951475221661,0.5689778716750851,0.012288540000000014,0.00481145999999999,0.02204572543234044,0.008631792392642931
24052,24176,2024-02-20 03:36:00+00:00,2024-02-20 09:48:00+00:00,long,breakout_long,0.5699139599999999,0.5598699386697035,2415.597887401325,-25.353958146016627,-0.018416700811758238,sl,0.5599819350567148,0.5845270974149277,0.004186040000000113,0.012313959999999957,0.0073450385387999854,0.021606700071007137
24183,24217,2024-02-20 10:09:00+00:00,2024-02-20 11:51:00+00:00,long,breakout_long,0.56471292,0.5713721650123961,5152.0891989754655,31.967739623453497,0.010987549175236087,tp,0.5600090251300953,0.571486462304857,0.006787080000000056,0.0005129199999999168,0.012018637717727544,0.0009082845138374323
24220,24289,2024-02-20 12:00:00+00:00,2024-02-20 15:27:00+00:00,long,breakout_long,0.57171432,0.5599728970932554,2061.0381499405703,-25.132500756678485,-0.021329005356349875,sl,0.5600849140760705,0.5888726288858942,0.0033856799999999465,0.02871431999999996,0.005921978655353511,0.05022494451424614
24292,24328,2024-02-20 15:36:00+00:00,2024-02-20 17:24:00+00:00,short,breakout_short,0.55378922,0.5450755601298547,3974.4294804040255,32.88488243926858,0.014940908308206746,tp,0.559855622122339,0.5449665668164914,0.00998922000000002,0.0044107800000000585,0.01803794591740161,0.007964727085153552
24331,24377,2024-02-20 17:33:00+00:00,2024-02-20 19:51:00+00:00,short,breakout_short,0.54909016,0.5605703902689679,2109.769261561568,-25.157088025007234,-0.02171609574842049,sl,0.5604582986092461,0.5323125520861309,0.0010901599999999512,0.011509839999999993,0.0019853934370267193,0.02096165773577147
24395,24396,2024-02-20 20:45:00+00:00,2024-02-20 20:48:00+00:00,long,breakout_long,0.56341266,0.5624306548931701,31300.710831362954,-44.83333630016165,-0.0025422617106032985,sl,0.5625431635258753,0.564435254711187,0.0,0.0011126599999999875,0.0,0.001974858001948319
24415,24418,2024-02-20 21:45:00+00:00,2024-02-20 21:54:00+00:00,long,breakout_long,0.56441286,0.5632978874967952,26508.467179169285,-41.51376534192684,-0.0027746653437406106,sl,0.5634105696107173,0.565634145583924,8.713999999998556e-05,0.0014128600000000713,0.00015439052894717097,0.0025032384981449065
24442,24449,2024-02-20 23:06:00+00:00,2024-02-20 23:27:00+00:00,long,breakout_long,0.56631324,0.56392437524351,10853.275333304511,-30.83371894833183,-0.0050165872911384374,sl,0.564037182680046,0.569444225979931,0.0004867599999999195,0.002613240000000072,0.0008595243155535609,0.004614478022798958
24452,24457,2024-02-20 23:36:00+00:00,2024-02-20 23:51:00+00:00,long,breakout_long,0.56441286,0.5624768738238721,13677.337823037456,-32.6442775831604,-0.004228716669668795,sl,0.5625893917022126,0.5668659124466813,0.0,0.0019128600000000162,0.0,0.003389114840508801
24475,24550,2024-02-21 00:45:00+00:00,2024-02-21 04:30:00+00:00,long,breakout_long,0.55831164,0.5551225186914485,7859.589054608264,-28.565636901180934,-0.00650979616335442,sl,0.5552335654045294,0.562649651893206,0.0013883599999999774,0.003111639999999971,0.002486711543395329,0.005573303110785888
24573,24653,2024-02-21 05:39:00+00:00,2024-02-21 09:39:00+00:00,short,breakout_short,0.5528894000000001,0.542097223865974,3166.3576015874146,32.785041251597846,0.018727400967498496,tp,0.5603407825994975,0.5419888261007539,0.014489400000000097,0.0008105999999998836,0.026206687992209824,0.0014661160080115183
24656,27395,2024-02-21 09:48:00+00:00,2024-02-27 02:45:00+00:00,short,breakout_short,0.5415916599999999,0.5595408188807043,1315.6745115378583,-24.19474361740206,-0.033954754532698396,sl,0.5594289330940855,0.5151066003588717,0.016491659999999908,0.018408340000000134,0.03045035811666655,0.033989334326160296
27398,27720,2024-02-27 02:54:00+00:00,2024-02-27 19:00:00+00:00,long,breakout_long,0.55731144,0.5836378785118757,1314.1786774391833,33.997879638649906,0.04641939304972981,tp,0.5394969137081579,0.5837546294377632,0.027488559999999995,0.007411439999999936,0.04932351648837496,0.01329856067551733
27723,28170,2024-02-27 19:09:00+00:00,2024-02-28 17:30:00+00:00,long,breakout_long,0.5860171799999999,0.556354312004938,793.290071993219,-23.89375147258225,-0.05139749758166455,sl,0.5564656051259632,0.6300515923110551,0.01988282000000008,0.05601717999999989,0.03392873226003388,0.09558965489714806
28173,28340,2024-02-28 17:39:00+00:00,2024-02-29 02:00:00+00:00,short,breakout_short,0.55868824,0.5808278276977662,1062.9159038491339,-24.017003769037412,-0.04044365445180188,sl,0.5807116853606941,0.5259324719589589,0.01018823999999996,0.024211760000000027,0.0182360022469776,0.04333679907062305
28353,28394,2024-02-29 02:39:00+00:00,2024-02-29 04:42:00+00:00,long,breakout_long,0.57691536,0.591683917438823,2322.670914121551,33.21679018589939,0.024788935638405372,tp,0.566798481403732,0.5918022778944019,0.016084639999999983,0.0024153599999999775,0.027880415595105637,0.004186680001031655
28403,28623,2024-02-29 05:09:00+00:00,2024-02-29 16:09:00+00:00,long,breakout_long,0.59341866,0.6138166243137239,1694.3271999090305,33.74264512795503,0.03355989884106168,tp,0.5795403918692247,0.6139394121961631,0.021581340000000004,0.005218660000000042,0.03636781492513229,0.00879422969274347
28626,31098,2024-02-29 16:18:00+00:00,2024-03-05 19:54:00+00:00,long,breakout_long,0.62472492,0.5766963203099361,489.6099344906411,-23.750570657834935,-0.07764884452854526,sl,0.5768116826464654,0.6962824760303019,0.043775079999999966,0.07752492,0.0700709681950897,0.12409448945945681
31101,33895,2024-03-05 20:03:00+00:00,2024-03-11 15:45:00+00:00,short,breakout_short,0.57078582,0.6483079417154173,302.0027184067279,-23.559159346725547,-0.1366708080100929,sl,0.6481783060542065,0.4549825409186902,0.011385819999999991,0.08811418000000004,0.019947622384872826,0.1543734565795626
33898,35682,2024-03-11 15:54:00+00:00,2024-03-15 09:06:00+00:00,long,breakout_long,0.6799359599999999,0.6083875975390959,326.5413357929068,-23.531774209943578,-0.10598599886365717,sl,0.6085092993989757,0.7867360509015364,0.0640640400000001,0.07613595999999989,0.09422069690210252,0.11197519248724527
35685,37411,2024-03-15 09:15:00+00:00,2024-03-18 23:33:00+00:00,short,breakout_short,0.6103779,0.6611890879911803,459.2952081431138,-23.57094501417494,-0.08407875643331238,sl,0.6610568766158571,0.5346646850762145,0.02347790000000005,0.05302209999999996,0.03846453156315137,0.08686766018232304
37414,37491,2024-03-18 23:42:00+00:00,2024-03-19 03:33:00+00:00,long,breakout_long,0.6586316999999999,0.6095126484244031,473.987568239003,-23.52225367287759,-0.07534758699735615,sl,0.609634575339471,0.7317981369907935,0.0035683000000000797,0.049531699999999956,0.005417747126353135,0.07520394174771722
37529,37543,2024-03-19 05:27:00+00:00,2024-03-19 06:09:00+00:00,short,breakout_short,0.5972805200000001,0.6039349849839866,3601.8082425217904,-25.698725991653635,-0.011945728928142621,sl,0.6038142221395587,0.587778666790662,0.00328052000000012,0.006819479999999878,0.005492427578251036,0.011417549663263547
37556,37565,2024-03-19 06:48:00+00:00,2024-03-19 07:15:00+00:00,short,breakout_short,0.5942811200000001,0.5804820995470685,2462.440637030981,32.82215483823955,0.02242897294989406,tp,0.6037559824387999,0.5803660263418002,0.016481120000000127,0.004418879999999903,0.027732868242558543,0.007435672868086238
37568,37602,2024-03-19 07:24:00+00:00,2024-03-19 09:06:00+00:00,short,breakout_short,0.59178162,0.5737519842504133,1898.997852295247,33.35290124163098,0.02967889118943327,tp,0.6040751621339643,0.5736372567990535,0.018581619999999965,0.008318379999999959,0.031399454413606094,0.014056502802503326
37610,37732,2024-03-19 09:30:00+00:00,2024-03-19 15:36:00+00:00,short,breakout_short,0.5880823599999999,0.6060507604729707,1308.7730289783597,-24.14169760134006,-0.03136644622559323,sl,0.6059295745580591,0.5616056381629113,0.009182359999999945,0.018017640000000057,0.015614071471213567,0.030637953500254726
37752,37827,2024-03-19 16:36:00+00:00,2024-03-19 20:21:00+00:00,long,breakout_long,0.60542106,0.5995493128555077,4110.219990063258,-26.115249815466708,-0.010494737817073028,sl,0.5996692467048487,0.6137461299427269,0.005478940000000043,0.0058210599999999335,0.009049800811356055,0.00961489512769829
37844,37864,2024-03-19 21:12:00+00:00,2024-03-19 22:12:00+00:00,long,breakout_long,0.6006201,0.5943767249754495,3843.5879121662333,-25.83419091610402,-0.01119072397767025,sl,0.5944956241002695,0.6095065638495959,0.0019799000000000344,0.006220099999999951,0.003296426476569856,0.010356130272696419
37867,37868,2024-03-19 22:21:00+00:00,2024-03-19 22:24:00+00:00,long,breakout_long,0.5874174600000001,0.5886542336879914,23451.71273057932,17.97210303913773,0.0013046003271951741,tp,0.5863186746095944,0.5887719880856085,0.003382539999999934,0.00021746000000000265,0.005758323901369791,0.0003701966911232135
37871,37873,2024-03-19 22:33:00+00:00,2024-03-19 22:39:00+00:00,long,breakout_long,0.5884176600000001,0.5860681103254769,10904.245621059144,-30.742819277107316,-0.004791399331307216,sl,0.5861853473949559,0.5914719789075663,0.0004823399999999145,0.003217660000000011,0.0008197238675669837,0.005468326698420321
37884,38054,2024-03-19 23:12:00+00:00,2024-03-20 07:42:00+00:00,short,breakout_short,0.5773845000000001,0.5962021979788185,1236.7140604258504,-23.85266814345946,-0.03340431317087644,sl,0.596082981382542,0.549625527926187,0.008884500000000073,0.018915499999999974,0.015387493083032316,0.03276066468704991
38063,38210,2024-03-20 08:09:00+00:00,2024-03-20 15:30:00+00:00,long,breakout_long,0.5962192199999999,0.5885040172335141,3065.1792714691474,-25.10103523869225,-0.013735035347198735,sl,0.5886217415818304,0.6073173876272542,0.004380780000000084,0.00951921999999994,0.007347599428277546,0.015965973052663316
38229,38273,2024-03-20 16:27:00+00:00,2024-03-20 18:39:00+00:00,short,breakout_short,0.57268544,0.5932913591844795,1122.061506568775,-23.64442779793838,-0.03679560965292449,sl,0.5931727246395516,0.5422409130406725,0.004585439999999941,0.021314559999999982,0.008006908644298589,0.03721861690773906
38281,38302,2024-03-20 19:03:00+00:00,2024-03-20 20:06:00+00:00,long,breakout_long,0.60302058,0.6115129439914685,3915.2200738670576,31.347407560576748,0.013277408512113929,tp,0.5970764859695482,0.6116352710456776,0.008679419999999993,0.0032205800000000284,0.014393240111307631,0.005340746413663076
38305,38686,2024-03-20 20:15:00+00:00,2024-03-21 15:18:00+00:00,long,breakout_long,0.6115222800000001,0.6341484601872794,1500.2224429044652,33.19679003379749,0.036184964333931445,tp,0.5961497898331137,0.6342753152503295,0.02807771999999986,0.014322280000000132,0.045914467744331174,0.023420700223710785
