side,entry_price,exit_price,size,pnl,pnl_pct,price_move_pct,bars_held,exit_reason,signal,support,resistance,mid,zone_width_atr,dist_to_zone,zone_strength,atr_at_entry,volatility_at_entry,price_position,target_reached_pct
LONG,0.5215,0.5188,15698.429874595866,-50.53010608034799,-0.617219558964511,-0.5177372962607718,19,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5211,0.53,0.52555,9.511450381679328,0.4274809160304836,0.0001,0.0009357142857142937,0.005,0.044943820224714055,-66.66666666666484
LONG,0.5226,0.5261,15558.649414858002,46.26986749484712,0.5690585533869228,0.6697282816685914,3,RANGE_EXIT_TARGET,LONG_BOUNCE,0.5218,0.5278,0.5248,3.906976744186117,0.5209302325580911,0.0001,0.0015357142857142594,0.005,0.13333333333331854,159.0909090909052
SHORT,0.5276,0.5242,15479.875200246215,44.51702510086743,0.5450720242607959,0.6444275966641316,11,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5218,0.5278,0.5248,3.514644351464433,0.11715481171553314,0.0001,0.0017071428571428595,0.005,0.9666666666666519,121.42857142857369
SHORT,0.5319,0.533,15419.655022462603,-25.180296651681275,-0.30701259635269595,-0.20680579056213383,2,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5155,0.5329,0.5242,10.278481012658302,0.5907172995780611,0.0001,0.0016928571428571387,0.005,0.9425287356321841,-14.285714285714079
SHORT,0.5329,0.5332,15331.209600014332,-12.773963838731436,-0.1563520360292676,-0.0562957402889786,17,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5155,0.5331,0.5243,14.666666666666877,0.16666666666665014,0.0001,0.0011999999999999869,0.005,0.988636363636365,-3.4883720930228503
SHORT,0.5328,0.532,15296.743297081057,4.099527203618072,0.05030030030030457,0.15015015015015445,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5266,0.5331,0.5298499999999999,9.680851063829916,0.4468085106382504,0.0001,0.0006714285714285688,0.005,0.9538461538461593,27.118644067796293
SHORT,0.5349,0.5337,15229.494821351605,10.147412399467942,0.12456533931577674,0.2243409983174593,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5267,0.5352,0.53095,15.454545454545935,0.5454545454544982,0.0001,0.000549999999999987,0.005,0.9647058823529453,30.379746835445243
LONG,0.5311,0.5315,15342.040816756778,-2.017478367404191,-0.024759932216163426,0.07531538316700356,11,TREND_EXIT_EMA_SLOW_CROSS,LONG_BOUNCE,0.5309,0.5352,0.53305,10.033333333333257,0.4666666666666149,0.0001,0.00042857142857142893,0.005,0.04651162790697194,20.512820512818177
SHORT,0.5321,0.5329,15295.058303601954,-20.386783212871396,-0.25049802668671733,-0.15034767900770962,10,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.526,0.5325,0.52925,8.504672897196162,0.5233644859812486,0.0001,0.0007642857142857173,0.005,0.9384615384615448,-28.070175438597104
SHORT,0.5326,0.5317,15229.818820497925,5.609142271589567,0.06915133308299136,0.16898235073225912,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5268,0.5329,0.52985,8.211538461538307,0.40384615384625155,0.0001,0.0007428571428571562,0.005,0.9508196721311347,32.72727272727412
LONG,0.5291,0.5286,15326.071361796628,-15.764397002744868,-0.19440559440560495,-0.09450009450010508,2,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5289,0.5325,0.5307,9.692307692307763,0.5384615384614925,0.0001,0.0003714285714285622,0.005,0.05555555555555042,-31.250000000004768
SHORT,0.5319,0.5322,15202.753538699637,-12.651731494905338,-0.15645798082345685,-0.05640157924421262,11,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5284,0.532,0.5302,8.0,0.22222222222219482,0.0001,0.00045000000000000595,0.005,0.9722222222222257,-17.647058823527107
SHORT,0.5355,0.5356,15063.75991584931,-9.574525802513655,-0.11869281045751427,-0.01867413632119309,2,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5293,0.5358,0.5325500000000001,6.7910447761195405,0.31343283582098036,0.0001,0.0009571428571428468,0.005,0.9538461538461422,-3.3898305084743208
SHORT,0.5367,0.5335,14998.85284919271,39.994441122372066,0.49683249487609105,0.5962362586174736,14,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.53,0.5372,0.5336000000000001,8.3305785123966,0.5785123966942743,0.0001,0.0008642857142857222,0.005,0.9305555555555476,103.22580645161625
SHORT,0.5339,0.5311,15134.354098370528,34.33833601379326,0.42496722232628287,0.5244427795467361,14,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5286,0.5341,0.53135,12.41935483871029,0.4516129032257741,0.0001,0.0004428571428571258,0.005,0.9636363636363681,109.80392156862618
LONG,0.5289,0.5299,15324.592271247238,7.204090826713339,0.08888258650028374,0.1890716581584422,12,TREND_EXIT_EMA_SLOW_CROSS,LONG_BOUNCE,0.5286,0.5345,0.53155,6.999999999999803,0.355932203389912,0.0001,0.0008428571428571689,0.005,0.05084745762713172,37.735849056604806
SHORT,0.531,0.5311,15262.374426625976,-9.632084500643487,-0.11885122410545933,-0.018832391713745573,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5247,0.5313,0.528,12.0,0.5454545454544903,0.0001,0.0005499999999999949,0.005,0.9545454545454591,-3.3333333333329636
SHORT,0.5304,0.5306,15247.871861770871,-11.140095182209462,-0.13774509803921153,-0.03770739064856297,3,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5209,0.5308,0.52585,13.200000000000085,0.533333333333425,0.0001,0.0007499999999999967,0.005,0.9595959595959529,-4.395604395603966
SHORT,0.5333,0.5339,15130.705132920424,-17.15670655021915,-0.21261953872117847,-0.11250703168948903,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5289,0.5336,0.53125,6.450980392156559,0.41176470588229463,0.0001,0.0007285714285714515,0.005,0.9361702127659635,-29.268292682929076
LONG,0.5293,0.5331,15199.774100451044,49.65614200876391,0.6172114112979455,0.717929340638584,20,TREND_UP_EXIT_TIMEOUT,LONG_BOUNCE,0.529,0.5344,0.5317000000000001,9.108433734939355,0.5060240963854677,0.0001,0.0005928571428571648,0.005,0.05555555555554984,158.33333333332988
LONG,0.5293,0.529,15274.458318283134,-12.662525945856213,-0.1566219535235154,-0.05667863215567107,3,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.529,0.5345,0.53175,7.623762376237387,0.415841584158361,0.0001,0.0007214285714285872,0.005,0.05454545454544904,-12.244897959182564
SHORT,0.5325,0.5334,15145.654189615447,-21.709780715394963,-0.26918309859155154,-0.1690140845070445,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5261,0.5331,0.5296000000000001,6.405228758169902,0.5490196078431752,0.0001,0.0010928571428571493,0.005,0.9142857142857079,-31.03448275862214
SHORT,0.5336,0.5293,15061.42195741647,56.79210377482984,0.7066529235382254,0.8058470764617637,12,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5261,0.5338,0.52995,12.53488372093087,0.32558139534899694,0.0001,0.0006142857142856863,0.005,0.9740259740259626,117.80821917808362
SHORT,0.529,0.5277,15279.94767305267,11.80070358789978,0.1459924385633419,0.24574669187147047,13,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5228,0.5291,0.52595,16.03636363636339,0.2545454545454237,0.0001,0.00039285714285714716,0.005,0.9841269841269858,42.622950819674756
LONG,0.5252,0.5275,15397.227817498619,27.29158630651582,0.33749047981720653,0.43792840822543194,13,RANGE_EXIT_TARGET,LONG_BOUNCE,0.5252,0.5291,0.52715,9.254237288136125,0.0,0.0001,0.0004214285714285488,0.005,0.0,117.94871794871591
SHORT,0.5386,0.5394,15048.029639610477,-20.15533089929462,-0.2486817675454926,-0.1485332343111814,13,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5338,0.5388,0.5363,11.111111111110922,0.44444444444439746,0.0001,0.00044999999999999804,0.005,0.9600000000000035,-34.78260869565364
SHORT,0.5417,0.5408,14912.352915292915,5.356517167173392,0.06630976555289125,0.1661436219309603,19,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5357,0.5419,0.5388,12.055555555555951,0.3888888888890688,0.0001,0.0005142857142857052,0.005,0.9677419354838571,31.034482758620953
SHORT,0.5417,0.5412,14907.58010896711,-0.6141923004902674,-0.007605685803960711,0.09230201218385545,11,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5371,0.5419,0.5395000000000001,14.000000000001618,0.5833333333336571,0.0001,0.0003428571428571051,0.005,0.958333333333315,22.72727272727158
SHORT,0.5386,0.5385,14978.056067590496,-6.567877585638598,-0.08141477905681602,0.018566654288895097,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5353,0.5388,0.53705,10.20833333333336,0.5833333333332793,0.0001,0.00034285714285713683,0.005,0.9428571428571483,6.451612903225344
SHORT,0.5403,0.5404,14905.196543308863,-9.545287866334832,-0.11852674440125653,-0.018508236165091427,3,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5373,0.5406,0.53895,6.507042253521172,0.5915492957745924,0.0001,0.0005071428571428489,0.005,0.9090909090909183,-7.407407407406798
SHORT,0.5424,0.5419,14816.664924537294,-0.6208182603389307,-0.007724926253697497,0.09218289085544708,14,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5387,0.5426,0.54065,8.806451612903125,0.4516129032257498,0.0001,0.0004428571428571496,0.005,0.9487179487179546,28.571428571424946
SHORT,0.5398,0.5401,14872.794639902542,-12.494634776983286,-0.1556317154501812,-0.055576139310870326,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.537,0.5401,0.5385500000000001,6.112676056338303,0.5915492957748298,0.0001,0.000507142857142833,0.005,0.9032258064515875,-24.000000000008882
LONG,0.5362,0.5364,14936.28818679964,-5.024567346039728,-0.0627377844088068,0.03729951510629951,14,TREND_EXIT_EMA_SLOW_CROSS,LONG_BOUNCE,0.5359,0.5402,0.53805,7.166666666666743,0.49999999999995376,0.0001,0.0005999999999999894,0.005,0.06976744186045791,10.810810810809514
LONG,0.5357,0.537,14927.115906185845,11.389389436420977,0.14243046481240973,0.2426731379503601,20,RANGE_EXIT_TIMEOUT,LONG_BOUNCE,0.5355,0.5402,0.5378499999999999,13.99999999999967,0.5957446808509794,0.0001,0.00033571428571429633,0.005,0.04255319148935668,60.46511627907385
LONG,0.5338,0.5333,14986.285645779242,-15.48532895778453,-0.19357437242413936,-0.09366804046460395,2,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5337,0.538,0.5358499999999999,13.086956521738927,0.30434782608725036,0.0001,0.00032857142857143994,0.005,0.02325581395351119,-24.39024390244312
SHORT,0.5448,0.5468,14642.746916103588,-37.29214784593265,-0.4674743024963294,-0.36710719530102826,105,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5378,0.5453,0.54155,7.09459459459469,0.4729729729730283,0.0001,0.0010571428571428518,0.005,0.9333333333333265,-61.538461538462066
LONG,0.545,0.5442,14558.463264854496,-19.56948632061775,-0.24664220183486657,-0.14678899082569224,2,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5447,0.5492,0.54695,8.513513513513159,0.567567567567684,0.0001,0.0005285714285714575,0.005,0.06666666666668311,-41.025641025642045
SHORT,0.5487,0.5485,14412.673269520206,-5.022816634428109,-0.06351375979588518,0.03644979041370111,10,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.544,0.5491,0.5465500000000001,6.735849056603802,0.5283018867925442,0.0001,0.000757142857142853,0.005,0.9215686274509671,9.302325581394868
SHORT,0.5496,0.5505,14366.720023746715,-20.83892739444478,-0.2639192139738013,-0.16375545851528603,2,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.544,0.5499,0.54695,6.453125000000057,0.32812500000008726,0.0001,0.0009142857142857087,0.005,0.9491525423728683,-33.96226415094474
LONG,0.5372,0.5401,14647.526418778245,34.56669759567498,0.4392963514519757,0.5398361876396154,20,RANGE_EXIT_TIMEOUT,LONG_BOUNCE,0.5369,0.546,0.54145,7.197740112994373,0.23728813559319506,0.0001,0.0012642857142857098,0.005,0.032967032967029346,68.23529411764777
SHORT,0.5427,0.5415,14545.815987195514,9.578419827567938,0.12133775566610996,0.22111663902708292,13,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5367,0.5432,0.5399499999999999,7.777777777777896,0.5982905982906687,0.0001,0.0008357142857142809,0.005,0.9230769230769152,43.63636363636239
SHORT,0.5447,0.5428,14495.345183528103,19.673082483084528,0.2491646778042983,0.348815861942356,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.539,0.545,0.542,11.19999999999942,0.5600000000001161,0.0001,0.0005357142857143139,0.005,0.9499999999999871,70.3703703703728
LONG,0.5401,0.5388,14639.516970989249,-26.919143806256187,-0.34045547120904995,-0.24069616737642635,1,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5397,0.545,0.54235,7.20388349514576,0.5436893203884419,0.0001,0.000735714285714284,0.005,0.07547169811321901,-57.77777777778195
SHORT,0.5434,0.544,14489.728499181305,-16.576249403064065,-0.21052631578948197,-0.11041589988959237,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5375,0.5437,0.5406,11.89041095890394,0.5753424657533547,0.0001,0.0005214285714285774,0.005,0.9516129032258116,-21.428571428572845
SHORT,0.5455,0.5436,14391.367547166048,19.52045094097621,0.24865261228231217,0.34830430797433787,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5375,0.5458,0.54165,11.066666666666915,0.39999999999996616,0.0001,0.0007499999999999808,0.005,0.9638554216867509,49.35064935064943
SHORT,0.5504,0.5509,14283.389278571722,-15.010413792850235,-0.19093386627905976,-0.09084302325580394,6,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5455,0.5507,0.5481,8.987654320987135,0.5185185185184332,0.0001,0.0005785714285714601,0.005,0.9423076923076985,-21.73913043478051
LONG,0.5479,0.5488,14308.905032372124,5.025287447367671,0.06409928819125768,0.1642635517430007,19,TREND_EXIT_EMA_SLOW_CROSS,LONG_BOUNCE,0.5476,0.5538,0.5507,11.890410958903761,0.5753424657535589,0.0001,0.0005214285714285853,0.005,0.04838709677420626,32.142857142854595
LONG,0.5473,0.5463,14319.706255614494,-22.142561783056706,-0.2825324319386079,-0.18271514708569356,1,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5472,0.5528,0.55,9.79999999999961,0.1749999999999757,0.0001,0.0005714285714285878,0.005,0.017857142857141087,-37.03703703703658
SHORT,0.5507,0.5509,14179.579596026688,-10.647446318656128,-0.13635373161430508,-0.03631741420010495,2,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5456,0.5507,0.5481499999999999,10.347826086956816,0.0,0.0001,0.0004928571428571282,0.005,1.0,-7.843137254900936
SHORT,0.5466,0.5433,14253.862330350928,39.29362228607797,0.5043358946212897,0.6037321624588309,18,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5397,0.5469,0.5433,9.333333333333622,0.38888888888899686,0.0001,0.0007714285714285578,0.005,0.958333333333323,100.0
SHORT,0.5487,0.5491,14253.851809457461,-13.528330752357032,-0.1729724804082499,-0.07289958082742246,1,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5422,0.5489,0.54555,9.670103092783743,0.2886597938145668,0.0001,0.0006928571428571299,0.005,0.9701492537313302,-12.698412698414879
LONG,0.5475,0.5458,14248.04847410249,-31.998267263139866,-0.41019178082192415,-0.3105022831050292,20,RANGE_EXIT_TIMEOUT,LONG_BOUNCE,0.5471,0.5532,0.55015,8.29126213592261,0.5436893203883084,0.0001,0.0007357142857142602,0.005,0.06557377049179612,-64.15094339622674
SHORT,0.5478,0.5481,14171.22566531314,-12.01861648675318,-0.154819277108448,-0.05476451259585214,1,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5428,0.5479,0.54535,8.399999999999782,0.16470588235309824,0.0001,0.0006071428571428854,0.005,0.9803921568627258,-12.244897959187096
SHORT,0.5479,0.545,14134.340000451972,33.286370701064584,0.429822960394235,0.5292936667275074,8,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5428,0.5483,0.54555,6.999999999999718,0.5090909090908269,0.0001,0.0007857142857143261,0.005,0.9272727272727361,123.40425531914563
SHORT,0.5479,0.5485,14178.627384142566,-16.2841535506868,-0.20961854352982914,-0.10950903449533379,14,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5428,0.5483,0.54555,7.699999999999907,0.5599999999999254,0.0001,0.0007142857142857308,0.005,0.9272727272727361,-25.5319148936134
SHORT,0.5467,0.546,14167.953084785033,2.1818647750558027,0.028169014084492943,0.12804097311138155,17,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5446,0.5469,0.54575,4.80597014925387,0.41791044776137753,0.0001,0.0004785714285714314,0.005,0.9130434782608339,73.68421052630718
SHORT,0.5476,0.5488,14135.015310508403,-24.719314775016795,-0.3193571950328668,-0.21913805697589095,8,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5446,0.5478,0.5462,5.333333333333395,0.3333333333333025,0.0001,0.0005999999999999894,0.005,0.9375000000000066,-85.71428571428685
SHORT,0.5496,0.5479,14027.47037360499,16.16104861742924,0.2096251819504956,0.3093158660844112,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.545,0.55,0.5475000000000001,7.446808510638069,0.5957446808511447,0.0001,0.0006714285714285927,0.005,0.9199999999999867,80.95238095238196
LONG,0.5462,0.5469,14129.488631798598,2.163224709528844,0.028030025631642964,0.12815818381545843,20,TREND_UP_EXIT_TIMEOUT,LONG_BOUNCE,0.546,0.55,0.548,10.769230769230125,0.5384615384614465,0.0001,0.000371428571428594,0.005,0.04999999999999445,38.888888888890264
LONG,0.5457,0.5473,14132.7654458609,14.877562184858416,0.19290819131391715,0.29320139270662376,12,RANGE_EXIT_TARGET,LONG_BOUNCE,0.5456,0.5499,0.54775,8.026666666666753,0.18666666666664455,0.0001,0.0005357142857142902,0.005,0.02325581395348537,78.04878048780725
LONG,0.5458,0.5457,14142.647765268031,-9.131907662033411,-0.11830340784169824,-0.018321729571269513,6,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5456,0.5479,0.5467500000000001,5.962962962963337,0.5185185185184759,0.0001,0.00038571428571427494,0.005,0.08695652173911785,-10.526315789471225
LONG,0.5433,0.5441,14178.260139355036,3.628216769661278,0.04710104914412348,0.14724829744156503,10,TREND_EXIT_EMA_SLOW_CROSS,LONG_BOUNCE,0.543,0.5479,0.54545,8.469135802469632,0.5185185185184902,0.0001,0.0005785714285713965,0.005,0.061224489795911434,37.20930232558272
LONG,0.542,0.5423,14205.124803220926,-3.4419017398208993,-0.044704797047976565,0.05535055350552896,13,TREND_EXIT_EMA_SLOW_CROSS,LONG_BOUNCE,0.5419,0.5449,0.5434000000000001,6.562500000000159,0.21874999999998102,0.0001,0.00045714285714284645,0.005,0.033333333333329634,21.42857142856803
LONG,0.5417,0.5416,14193.453235982524,-9.106519596206232,-0.11844194203433432,-0.01846040243677109,5,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5415,0.5443,0.5428999999999999,7.0,0.4999999999999405,0.0001,0.00040000000000000354,0.005,0.07142857142856293,-8.333333333332563
SHORT,0.5449,0.5452,14080.81897665315,-11.901108199066776,-0.15511102954669972,-0.05505597357312661,8,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5371,0.545,0.54105,13.654320987654172,0.17283950617281818,0.0001,0.0005785714285714362,0.005,0.9873417721519001,-7.792207792206892
SHORT,0.549,0.5497,13941.79089479386,-17.42305608122281,-0.2276320582877819,-0.12750455373404787,1,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5423,0.549,0.54565,9.670103092783519,0.0,0.0001,0.0006928571428571459,0.005,1.0,-20.895522388056932
SHORT,0.5479,0.5465,13926.30034116351,11.886097341184001,0.15577660156964188,0.25552108048915273,11,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5449,0.5482,0.5465500000000001,6.600000000000038,0.5999999999999429,0.0001,0.0004999999999999925,0.005,0.9090909090909183,103.70370370371162
LONG,0.5451,0.5464,14005.25232147961,10.554358149466582,0.13824986241056095,0.23848835076132227,13,RANGE_EXIT_TARGET,LONG_BOUNCE,0.5449,0.5482,0.5465500000000001,6.507042253521071,0.3943661971830554,0.0001,0.0005071428571428568,0.005,0.06060606060605449,89.65517241378703
SHORT,0.5463,0.5477,13979.566411847176,-27.22800150035414,-0.35652571846969733,-0.2562694490206767,1,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5424,0.5463,0.54435,7.378378378378444,0.0,0.0001,0.0005285714285714259,0.005,1.0,-71.79487179486931
LONG,0.5325,0.5322,14279.653228342766,-11.883527416626379,-0.15628169014083887,-0.05633802816900789,2,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5322,0.5367,0.53445,8.630136986301173,0.5753424657533547,0.0001,0.0005214285714285774,0.005,0.06666666666666009,-15.384615384613634
LONG,0.5305,0.5309,14298.590524919586,-1.8716854997110168,-0.02467483506125034,0.0754005655042539,20,RANGE_EXIT_TIMEOUT,LONG_BOUNCE,0.5302,0.5358,0.533,10.739726027397396,0.5753424657533635,0.0001,0.0005214285714285695,0.005,0.0535714285714222,16.00000000000231
LONG,0.53,0.5298,14295.128377519466,-10.432584689913392,-0.13769811320754302,-0.037735849056599616,2,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5297,0.5337,0.5317,7.7777777777780415,0.5833333333335042,0.0001,0.0005142857142856973,0.005,0.07500000000001943,-11.764705882352173
LONG,0.5217,0.5263,14489.763249936395,59.02694855126499,0.7808510638297752,0.8817327966264017,136,TRANSITION_EXIT_TIMEOUT,LONG_BOUNCE,0.5214,0.529,0.5252,8.721311475409744,0.34426229508205075,0.0001,0.0008714285714285865,0.005,0.03947368421053631,131.42857142857162
SHORT,0.5298,0.5311,14360.520469238209,-26.295549031221626,-0.3456209890524666,-0.2453756134390275,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5241,0.5301,0.5271,11.50684931506872,0.5753424657533721,0.0001,0.0005214285714285616,0.005,0.9500000000000055,-48.14814814814632
SHORT,0.5326,0.5328,14224.54971735894,-10.423750032881898,-0.13758918512956986,-0.037551633496073794,3,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5279,0.5326,0.53025,14.00000000000033,0.0,0.0001,0.00033571428571427253,0.005,1.0,-8.51063829787626
SHORT,0.5327,0.533,14189.779278230977,-11.820086138767511,-0.15637319316690032,-0.05631687629060973,20,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5279,0.5329,0.5304,13.207547169810574,0.5283018867926575,0.0001,0.0003785714285714503,0.005,0.9599999999999822,-13.043478260873135
SHORT,0.5266,0.5269,14319.189876626233,-11.840538108983349,-0.15702620584885646,-0.056969236612244206,4,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5202,0.5267,0.52345,22.19512195121938,0.34146341463410934,0.0001,0.00029285714285714234,0.005,0.9846153846153862,-9.52380952381204
LONG,0.5231,0.5137,14379.800070174459,-142.557023955688,-1.8951825654750458,-1.7969795450200658,381,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5231,0.5279,0.5255000000000001,8.842105263157753,0.0,0.0001,0.0005428571428571545,0.005,0.0,-391.66666666665395
SHORT,0.5132,0.513,14379.380892838042,-4.500746219458624,-0.06098986749805573,0.03897116134060366,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5057,0.5134,0.50955,21.13725490196108,0.5490196078430895,0.0001,0.0003642857142857059,0.005,0.9740259740259767,5.479452054793854
SHORT,0.5142,0.5146,14329.467214965971,-13.105730714807244,-0.1778685336444877,-0.07779074290158615,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5118,0.5143,0.51305,9.210526315789753,0.3684210526315574,0.0001,0.0002714285714285574,0.005,0.9600000000000035,-34.78260869564881
SHORT,0.5148,0.5152,14274.984064329052,-13.06446541567332,-0.1777777777777692,-0.07770007770006913,10,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5118,0.515,0.5134000000000001,8.61538461538404,0.5384615384614465,0.0001,0.000371428571428594,0.005,0.9375000000000066,-28.571428571426306
SHORT,0.5156,0.5155,14215.223488101643,-5.906425359306388,-0.08058572536850483,0.019394879751743407,18,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5108,0.5158,0.5133000000000001,11.666666666667098,0.46666666666689116,0.0001,0.0004285714285714131,0.005,0.9599999999999822,4.347826086956312
LONG,0.5136,0.5148,14246.096623062547,9.761425406123738,0.13341121495328853,0.23364485981310165,10,TREND_EXIT_EMA_SLOW_CROSS,LONG_BOUNCE,0.5135,0.5179,0.5157,8.92753623188418,0.20289855072461485,0.0001,0.0004928571428571441,0.005,0.02272727272726986,57.14285714285865
SHORT,0.5281,0.5251,13859.340322432146,34.30048136398735,0.46864230259420603,0.5680742283658403,18,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5228,0.5284,0.5256000000000001,6.9380530973448655,0.3716814159291524,0.0001,0.0008071428571428793,0.005,0.9464285714285767,120.00000000000266
LONG,0.5239,0.5268,14019.373773294794,33.270777838783395,0.452987211299869,0.5535407520519209,8,RANGE_EXIT_TARGET,LONG_BOUNCE,0.5236,0.5293,0.52645,8.400000000000293,0.4421052631580222,0.0001,0.0006785714285714094,0.005,0.05263157894738175,113.72549019608158
SHORT,0.5304,0.5277,13894.003858129994,30.181944581016282,0.4095588235294185,0.5090497737556628,97,TRANSITION_EXIT_TIMEOUT,SHORT_BOUNCE,0.5237,0.5305,0.5271,14.424242424241896,0.21212121212118357,0.0001,0.00047142857142858297,0.005,0.9852941176470603,81.81818181818366
SHORT,0.5265,0.5252,14038.084678138803,10.876708008621492,0.14716049382715438,0.24691358024690752,9,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5227,0.5266,0.5246500000000001,9.74999999999948,0.2499999999999653,0.0001,0.00040000000000001146,0.005,0.9743589743589766,70.27027027027205
LONG,0.5239,0.525,14114.073213675092,8.115592097863034,0.10975376980339564,0.20996373353693257,11,RANGE_EXIT_TARGET,LONG_BOUNCE,0.5238,0.5266,0.5252,6.8771929824554805,0.24561403508767624,0.0001,0.0004071428571428837,0.005,0.03571428571428288,84.61538461538592
LONG,0.5219,0.521,14169.473317356846,-20.134821583964246,-0.272274382065532,-0.17244682889442647,54,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5216,0.5266,0.5241,9.090909090909443,0.545454545454708,0.0001,0.0005499999999999791,0.005,0.06000000000001554,-40.90909090909183
LONG,0.5198,0.5237,14176.403901703847,47.863792493322904,0.6495382839553702,0.750288572527898,87,TRANSITION_EXIT_TIMEOUT,LONG_BOUNCE,0.5194,0.5256,0.5225,8.948453608247668,0.57731958762898,0.0001,0.000692857142857122,0.005,0.06451612903226904,144.444444444449
SHORT,0.5242,0.5233,14130.7991243106,5.323072030127972,0.07186188477680502,0.1716901945822228,20,TREND_UP_EXIT_TIMEOUT,SHORT_BOUNCE,0.5207,0.5248,0.52275,4.0139860139860755,0.5874125874126415,0.0001,0.001021428571428554,0.005,0.8536585365853546,62.06896551724428
