side,entry_price,exit_price,size,pnl,pnl_pct,price_move_pct,bars_held,exit_reason,signal,support,resistance,mid,zone_width_atr,dist_to_zone,zone_strength,atr_at_entry,volatility_at_entry,price_position,target_reached_pct
SHORT,0.6222,0.6159,14377.376771985231,81.72244730964084,0.913548698167787,1.0125361620057816,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.596,0.6224,0.6092,16.72398190045247,0.12669683257917153,0.0001,0.0015785714285714292,0.005,0.9924242424242432,48.461538461538204
SHORT,0.6279,0.6214,14356.970582636115,84.39888726708554,0.9362318840579806,1.0351966873706102,11,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.596,0.6282,0.6121,16.392727272727292,0.15272727272725606,0.0001,0.0019642857142857123,0.005,0.9906832298136656,41.13924050632941
SHORT,0.5722,0.5698,15879.686765123299,29.063002717529756,0.3198531981824657,0.41943376441804764,11,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5642,0.5722,0.5682,6.666666666666745,0.0,0.0001,0.0011999999999999869,0.005,1.0,60.00000000000166
SHORT,0.5565,0.5539,16361.787206930014,33.477852804100266,0.3676729559748512,0.46720575022462657,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.54,0.557,0.5485,10.967741935483799,0.322580645161324,0.0001,0.0015500000000000117,0.005,0.9705882352941144,32.500000000000554
SHORT,0.5809,0.5764,15714.388832791916,61.656976024341546,0.67543467033912,0.7746600103287913,12,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5688,0.5821,0.57545,4.508474576271215,0.40677966101694524,0.0001,0.0029499999999999765,0.005,0.909774436090227,82.56880733944928
SHORT,0.5936,0.595,15462.248207787448,-30.84718517453529,-0.3360849056603701,-0.2358490566037663,4,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5745,0.594,0.5842499999999999,12.352941176470559,0.25339366515834305,0.0001,0.0015785714285714292,0.005,0.9794871794871817,-14.973262032084971
SHORT,0.5958,0.5936,15341.33306347346,24.64431743316345,0.26962067807988915,0.36925142665323596,13,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5894,0.596,0.5927,7.512195121951096,0.22764227642273752,0.0001,0.0008785714285714349,0.005,0.9696969696969727,70.9677419354834
SHORT,0.5909,0.589,15493.476041380496,20.311947090250026,0.2218649517684909,0.3215434083601308,13,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5743,0.5917,0.583,12.365482233502554,0.5685279187817439,0.0001,0.001407142857142853,0.005,0.9540229885057457,24.050632911392512
LONG,0.6074,0.606,15090.046101982653,-30.270632480578225,-0.3302601251234883,-0.23049061573922747,1,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.6072,0.6229,0.61505,10.223255813953378,0.13023255813959103,0.0001,0.001535714285714307,0.005,0.012738853503190343,-18.300653594772285
SHORT,0.6145,0.6165,14854.726594280693,-38.86739213393546,-0.42579332790886926,-0.32546786004882045,9,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5985,0.6147,0.6066,13.18604651162799,0.16279069767440177,0.0001,0.0012285714285714202,0.005,0.9876543209876557,-25.316455696202496
SHORT,0.6069,0.6008,14965.618144077562,82.29892729791125,0.9061130334486727,1.0051079255231494,14,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5945,0.6079,0.6012,6.897058823529394,0.5147058823529416,0.0001,0.001942857142857143,0.005,0.925373134328358,107.0175438596483
SHORT,0.6022,0.5951,15197.9228339499,98.86096824256063,1.0801893058784449,1.179010295582862,82,TRANSITION_EXIT_TIMEOUT,SHORT_BOUNCE,0.5874,0.6032,0.5952999999999999,7.498305084745734,0.4745762711864415,0.0001,0.002107142857142855,0.005,0.9367088607594933,102.89855072463736
SHORT,0.6045,0.6034,15281.07935609758,7.588584008237902,0.0821505376344069,0.18196856906534156,13,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5915,0.6053,0.5984,9.288461538461666,0.5384615384614896,0.0001,0.001485714285714257,0.005,0.9420289855072524,18.032786885245752
SHORT,0.6052,0.5978,15260.816397424971,103.80712529856356,1.1239590218109654,1.2227362855254398,7,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.5915,0.6057,0.5986,15.531249999999948,0.5468750000000597,0.0001,0.0009142857142857167,0.005,0.9647887323943622,112.12121212121258
SHORT,0.6274,0.6198,14864.024225335816,103.75386189768817,1.1125597704813421,1.2113484220592827,9,RANGE_EXIT_TARGET,SHORT_BOUNCE,0.6157,0.6282,0.62195,7.847533632286972,0.5022421524663824,0.0001,0.001592857142857142,0.005,0.935999999999998,139.44954128440372
SHORT,0.6088,0.607,15465.498625853266,18.450339860643318,0.19595926412615375,0.2956636005256281,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5956,0.6093,0.6024499999999999,9.221153846153832,0.3365384615384256,0.0001,0.0014857142857142808,0.005,0.9635036496350403,28.346456692913414
SHORT,0.6045,0.6049,15589.70845409732,-15.666098025521709,-0.16623655913977764,-0.06617038875102661,16,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5844,0.6046,0.5945,13.15348837209284,0.06511627906975938,0.0001,0.001535714285714307,0.005,0.9950495049504956,-3.999999999999556
SHORT,0.5985,0.6018,15706.170739440448,-61.28233699114826,-0.6519298245613985,-0.5513784461152831,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.586,0.5985,0.5922499999999999,12.068965517241386,0.0,0.0001,0.0010357142857142906,0.005,1.0,-52.79999999999876
SHORT,0.602,0.5979,15503.313673397575,54.29415481560554,0.5817441860465105,0.6810631229235868,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5872,0.6024,0.5948,14.777777777777688,0.38888888888895184,0.0001,0.0010285714285714342,0.005,0.9736842105263114,56.944444444444464
SHORT,0.6051,0.6053,15494.476835845893,-12.477702195906357,-0.13308544042306694,-0.033052388035031896,10,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5943,0.6053,0.5998,10.405405405405363,0.18918918918916933,0.0001,0.0010571428571428518,0.005,0.9818181818181837,-3.773584905659982
LONG,0.5968,0.5979,15675.17961418823,7.870507684283751,0.08413203753351037,0.18431635388739775,10,TREND_EXIT_EMA_SLOW_CROSS,LONG_BOUNCE,0.5962,0.6055,0.60085,7.569767441860783,0.48837209302330836,0.0001,0.0012285714285713884,0.005,0.0645161290322623,27.16049382716026
SHORT,0.6,0.602,15589.228293689242,-40.56317202017944,-0.43366666666666703,-0.33333333333333365,11,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.595,0.6002,0.5975999999999999,12.133333333333281,0.4666666666666149,0.0001,0.00042857142857142893,0.005,0.9615384615384657,-83.33333333333101
SHORT,0.6037,0.6048,15415.133514439241,-26.279719615415864,-0.28239191651482354,-0.18220970680801554,1,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5974,0.6037,0.60055,10.255813953488133,0.0,0.0001,0.000614285714285726,0.005,1.0,-34.920634920634754
LONG,0.598,0.5968,15505.534379155171,-27.860344172465684,-0.3004682274247456,-0.20066889632106671,1,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5974,0.6091,0.6032500000000001,8.272727272727161,0.4242424242423743,0.0001,0.0014142857142857251,0.005,0.05128205128204593,-22.857142857142073
SHORT,0.6027,0.6011,15326.088497909659,15.309229800562662,0.16573751451800994,0.2654720424755344,12,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.591,0.603,0.597,10.181818181818215,0.2545454545454271,0.0001,0.0011785714285714257,0.005,0.9750000000000028,28.070175438597104
SHORT,0.6043,0.6044,15295.055641469271,-10.773837193852485,-0.11656462022176073,-0.016548072149611123,4,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5957,0.6047,0.6002000000000001,11.150442477876139,0.4955752212390221,0.0001,0.0008071428571428554,0.005,0.9555555555555482,-2.4390243902464124
LONG,0.6018,0.6014,15326.996206028229,-15.348454000715993,-0.16640079760717114,-0.06646726487204319,11,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.6014,0.6161,0.60875,18.375000000000306,0.4999999999999554,0.0001,0.0007999999999999832,0.005,0.02721088435373862,-5.755395683452594
LONG,0.601,0.5998,15308.556886000264,-27.55234068342295,-0.2994675540765356,-0.19966722129783343,2,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.6006,0.6161,0.60835,18.547008547008605,0.4786324786324287,0.0001,0.0008357142857142809,0.005,0.025806451612900454,-16.32653061224468
SHORT,0.6053,0.603,15142.123813452577,25.69618411142855,0.28035684784403914,0.3799768709730661,20,TREND_UP_EXIT_TIMEOUT,SHORT_BOUNCE,0.5966,0.6056,0.6011,11.886792452830264,0.3962264150944448,0.0001,0.000757142857142853,0.005,0.966666666666658,54.761904761904255
LONG,0.5994,0.6012,15317.370150186238,18.362463336041927,0.19999999999998544,0.3003003003002857,20,RANGE_EXIT_TIMEOUT,LONG_BOUNCE,0.5993,0.6056,0.60245,9.692307692307535,0.1538461538461351,0.0001,0.0006500000000000077,0.005,0.015873015873014196,59.01639344262014
SHORT,0.6035,0.6026,15227.761123622618,4.528736158165547,0.04927920463960427,0.14913007456503924,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5978,0.6041,0.60095,6.082758620689693,0.5793103448275285,0.0001,0.0010357142857142748,0.005,0.9047619047619149,35.29411764705856
SHORT,0.6069,0.6071,15135.155184231844,-12.21558374919319,-0.13298731257208404,-0.032954358213870154,5,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.5985,0.6072,0.60285,10.778761061946838,0.3716814159291634,0.0001,0.0008071428571428554,0.005,0.9655172413793138,-4.93827160493773
SHORT,0.6084,0.6067,15064.422464417039,16.469933080347673,0.1797008547008604,0.27942143326759283,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5985,0.609,0.60375,10.352112676055976,0.5915492957745646,0.0001,0.0010142857142857453,0.005,0.9428571428571489,36.55913978494665
SHORT,0.6316,0.6323,14522.06163534147,-19.347742716764323,-0.21094046865103278,-0.11082963901202071,7,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.6191,0.6322,0.62565,6.717948717948747,0.3076923076922752,0.0001,0.0019499999999999915,0.005,0.9541984732824478,-11.764705882351624
SHORT,0.6541,0.6493,13981.104182660618,58.03136913096979,0.634566580033638,0.7338327472863517,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.6432,0.6552,0.6492,6.461538461538407,0.5923076923076812,0.0001,0.0018571428571428747,0.005,0.9083333333333342,97.95918367346962
SHORT,0.6547,0.6552,14039.227521489458,-16.21811563282541,-0.1764472277379038,-0.07637085688102276,5,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.6441,0.6557,0.6498999999999999,6.4444444444444136,0.555555555555556,0.0001,0.0018,0.005,0.9137931034482754,-10.416666666667775
SHORT,0.6107,0.6132,15011.205404163355,-46.73288466424056,-0.5097756672670619,-0.4093663009660957,8,RANGE_EXIT_REGIME_CHANGE,SHORT_BOUNCE,0.6015,0.6112,0.60635,10.777777777777368,0.5555555555554772,0.0001,0.0009000000000000277,0.005,0.948453608247428,-57.471264367813866
SHORT,0.5694,0.56,16006.740294886238,141.49958420679377,1.5525114155251079,1.6508605549701376,53,TRANSITION_EXIT_TIMEOUT,SHORT_BOUNCE,0.5464,0.57,0.5582,10.38993710691824,0.2641509433961978,0.0001,0.002271428571428567,0.005,0.9745762711864434,83.9285714285712
SHORT,0.5641,0.5691,16380.081550925304,-91.22231216525819,-0.9872540329728778,-0.8863676653075704,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5432,0.5648,0.554,15.272727272727122,0.49494949494943663,0.0001,0.0014142857142857251,0.005,0.9675925925925961,-49.50495049504956
SHORT,0.5716,0.5697,15998.188947720846,21.282390757153244,0.23273268019594345,0.33240027991602744,10,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5432,0.5723,0.55775,16.904564315352776,0.40663900414939896,0.0001,0.0017214285714285643,0.005,0.9759450171821294,13.718411552346636
SHORT,0.5588,0.5553,16385.282278407554,48.24974072522586,0.5269685039369986,0.6263421617752233,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5504,0.559,0.5547,11.045871559633074,0.25688073394506794,0.0001,0.00077857142857143,0.005,0.9767441860465014,85.36585365853546
LONG,0.5518,0.5507,16660.447082118142,-27.501399998452246,-0.29914824211670715,-0.19934758970641353,1,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5517,0.559,0.55535,8.886956521739096,0.12173913043476733,0.0001,0.000821428571428584,0.005,0.013698630136984635,-30.985915492957
LONG,0.5086,0.5074,18007.02870025431,-30.745200802815823,-0.3357058592214097,-0.23594180102243212,10,RANGE_EXIT_REGIME_CHANGE,LONG_BOUNCE,0.5077,0.5177,0.5127,5.054151624548751,0.4548736462093932,0.0001,0.0019785714285714246,0.005,0.0900000000000011,-29.268292682929076
SHORT,0.5141,0.5153,17740.64656706782,-30.430531056491056,-0.3336510406535652,-0.2334176230305347,20,RANGE_EXIT_TIMEOUT,SHORT_BOUNCE,0.5,0.515,0.5075000000000001,8.641975308642028,0.518518518518528,0.0001,0.0017357142857142769,0.005,0.9399999999999993,-18.18181818181803
SHORT,0.5162,0.5153,17595.685688775236,6.769060284472044,0.07452537776056024,0.1743510267338264,10,TREND_EXIT_EMA_SLOW_CROSS,SHORT_BOUNCE,0.5,0.517,0.5085,10.214592274678223,0.48068669527898855,0.0001,0.0016642857142856976,0.005,0.952941176470587,11.688311688311783
