entry_ts,exit_ts,side,entry_price,exit_price,pnl,pnl_pct,win,reason,regime,signal,ret,ret_2,ret_5,ema_diff,price_to_ema20,price_to_ema50,volatility,range_pct,volume_ratio,rsi,ema_slope,side_num,regime_trend_up,regime_trend_down
2025-07-22 11:15:00,2025-07-22 13:30:00,LONG,3.4881,3.5033,197.79650812762904,0.003955930162552581,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.001978154296035095,0.001978154296035095,0.001978154296035095,0.00272647743505637,0.001742328997045982,0.004485808618250978,0.005,0.0025751072961373096,1.0,53.36322869955176,0.0025649827973961425,1,1,0
2025-07-22 13:36:00,2025-07-22 13:51:00,LONG,3.5094,3.4838,-391.4266735026953,-0.007691776372029364,0,EMERGENCY_DROP_0.73%,TREND_UP,LONG_TREND_PULLBACK,0.0039551559298884875,0.0039551559298884875,0.0039551559298884875,0.0021337398608546054,0.003058453973747857,0.00520987028698783,0.005,0.005385029617662933,1.0,58.455522971652044,0.003574715708217324,1,1,0
2025-07-22 17:33:00,2025-07-22 19:30:00,LONG,3.5212,3.5511,394.9389250181035,0.008088026809042383,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0015903669203680693,0.0015903669203680693,0.0015903669203680693,0.0011583466247281965,0.0017845443994873192,0.0029483794852796274,0.005,0.0016445503005558153,1.0,52.55041518386724,0.0029352376270415093,1,1,0
2025-07-22 19:36:00,2025-07-22 19:54:00,LONG,3.5557,3.5305,-379.51110556641873,-0.007484377197176334,0,EMERGENCY_DROP_0.71%,TREND_UP,LONG_TREND_PULLBACK,0.0005904349537493303,0.0005904349537493303,0.0005904349537493303,0.002067079039028852,-0.00029869980189234873,0.0017714223773624392,0.005,0.001433067326064995,1.0,43.25032765399745,0.0033401007433015995,1,1,0
2025-07-24 01:12:00,2025-07-24 01:36:00,LONG,3.2043,3.1843,-323.3789738645685,-0.006639116187622887,0,EMERGENCY_DROP_0.62%,TREND_UP,LONG_TREND_PULLBACK,0.0021846326696211005,0.0021846326696211005,0.0021846326696211005,0.00392387421870414,0.0006014232377574062,0.0045455040788413,0.005,0.0033632286995516143,1.0,43.98073836276065,0.0030803778911512314,1,1,0
2025-07-24 01:45:00,2025-07-24 02:18:00,LONG,3.1994,3.2019,17.908592536632572,0.0003810839532413549,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0008124999999998828,0.0008124999999998828,0.0008124999999998828,0.0017798311047656132,-0.0006386500658897098,0.001142075753388217,0.005,0.0035283831886593112,1.0,44.53024453024439,0.0031869050522574938,1,1,0
2025-07-24 02:21:00,2025-07-24 02:51:00,LONG,3.2004,3.2076,86.87485396031359,0.001848818897637686,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0005933976701333332,0.0005933976701333332,0.0005933976701333332,0.0021692400484963122,-0.0030432627205648492,-0.0008825328389183835,0.005,0.0013109432548848185,1.0,53.70370370370394,0.0022200030476720034,1,1,0
2025-07-24 12:36:00,2025-07-24 13:48:00,LONG,3.1377,3.1528,208.74879223971877,0.004410517257864006,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.004748852626211164,0.004748852626211164,0.004748852626211164,0.005199328071055827,-0.0014833638424674054,0.003727604020415458,0.005,0.005392545598731135,1.0,38.321536905965495,0.007279696165892746,1,1,0
2025-07-24 14:00:00,2025-07-24 17:30:00,LONG,3.1289,3.228,1509.187690931972,0.031259803764901534,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0035408957509253103,0.0035408957509253103,0.0035408957509253103,0.00132498376550675,-0.0032535267043288566,-0.0019354098522193842,0.005,0.005435646396897586,1.0,41.8774966711052,0.002142283478832052,1,1,0
2025-07-24 18:03:00,2025-07-24 19:30:00,LONG,3.2156,3.235,313.78763761527006,0.005630675457146438,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.002327746741154435,0.002327746741154435,0.002327746741154435,0.003048054910813196,0.0015776391081705236,0.004644682331430553,0.005,0.004458894565722307,1.0,54.42561205273044,0.005684231750805457,1,1,0
2025-07-24 19:33:00,2025-07-24 19:57:00,LONG,3.2331,3.2087,-454.2786674403587,-0.00794391760230119,0,EMERGENCY_DROP_0.75%,TREND_UP,LONG_TREND_PULLBACK,0.0006800618238023137,0.0006800618238023137,0.0006800618238023137,0.0027539747423713672,-0.002323971215468623,0.0004247704573862391,0.005,0.002687507722723388,1.0,45.09516837481706,0.004087602272922375,1,1,0
2025-07-24 20:00:00,2025-07-24 20:30:00,LONG,3.2082,3.2182,148.8238537083791,0.0027157658500092845,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0030230311341041816,0.0030230311341041816,0.0030230311341041816,0.0003982404420640119,-0.0051633198305838955,-0.0047690250436600605,0.005,0.003511061396967396,1.0,31.653225806451815,0.0022481168656782735,1,1,0
2025-07-25 11:45:00,2025-07-25 12:21:00,LONG,3.1262,3.1104,-302.23085421276033,-0.005452037617554872,0,EMERGENCY_DROP_0.51%,TREND_UP,LONG_TREND_PULLBACK,0.0019179133103182089,0.0019179133103182089,0.0019179133103182089,0.0034944809658001186,-0.00043907244565716296,0.0030645785993468014,0.005,0.002616130678917811,1.0,50.69060773480656,0.004308009486897246,1,1,0
2025-07-25 20:15:00,2025-07-25 23:15:00,LONG,3.0831,3.1402,974.7002583991978,0.018112912328500586,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0020758327657228737,0.0020758327657228737,0.0020758327657228737,0.002193849698737711,0.002565358858454389,0.0047753398224504,0.005,0.0024599449749150514,1.0,53.88198757763998,0.0026819300951204106,1,1,0
2025-07-25 23:36:00,2025-07-26 00:54:00,LONG,3.1352,3.1354,-19.69601064635455,-0.0003362337330951844,0,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.001084321979844205,0.001084321979844205,0.001084321979844205,0.0016138397467698952,-0.00029160298752138424,0.0013239021015603225,0.005,0.0012105766167567957,1.0,41.8803418803414,0.0038767055710491327,1,1,0
2025-07-26 03:18:00,2025-07-26 05:00:00,LONG,3.1417,3.1439,17.50750767498468,0.00029997771906921654,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.00050927841614401,0.00050927841614401,0.00050927841614401,0.001403000275466469,0.0003671564067643386,0.0017731604607769272,0.005,0.0011771068622148106,1.0,51.13268608414264,0.0021763604126445735,1,1,0
2025-07-26 06:09:00,2025-07-26 09:09:00,LONG,3.1602,3.1828,393.6686523051119,0.006748585532561145,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.00031636559207837145,0.00031636559207837145,0.00031636559207837145,0.0023255417276511064,-0.00029785848450266994,0.0020317139891418033,0.005,0.0018343401119579382,1.0,51.06382978723439,0.0027826735491327526,1,1,0
2025-07-26 10:30:00,2025-07-26 11:42:00,LONG,3.1964,3.1804,-325.2183992742833,-0.005403629082718062,0,EMERGENCY_DROP_0.50%,TREND_UP,LONG_TREND_PULLBACK,0.0021586109807600895,0.0021586109807600895,0.0021586109807600895,0.0033650403229221917,0.002614392030240264,0.006008501597922203,0.005,0.0033089842042828624,1.0,66.8997668997667,0.004632517647453094,1,1,0
2025-07-28 06:45:00,2025-07-28 07:06:00,LONG,3.2854,3.2659,-370.09101988375795,-0.00633297619772335,0,EMERGENCY_DROP_0.59%,TREND_UP,LONG_TREND_PULLBACK,0.0009733840304182451,0.0009733840304182451,0.0009733840304182451,0.0023292639541921565,-0.0026691828602978095,-0.00034694210023824114,0.005,0.0016105995684808953,1.0,26.91705790297347,0.004025150057122007,1,1,0
2025-07-29 07:00:00,2025-07-29 09:09:00,LONG,3.1539,3.1668,208.29685690665613,0.0036885380005706237,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0014585116839469503,0.0014585116839469503,0.0014585116839469503,0.0023111068514448728,0.0016702905149205847,0.00399450473314176,0.005,0.0014563875257242163,1.0,56.916099773242586,0.0025464296375159456,1,1,0
2025-07-29 09:18:00,2025-07-29 09:48:00,LONG,3.1531,3.1579,64.3856405330992,0.001121702451555726,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.003964226817201544,0.003964226817201544,0.003964226817201544,0.0009245315568576918,-0.0013337382310586836,-0.00041081906590073673,0.005,0.004169693906561052,1.0,41.983471074380645,0.002069252654572029,1,1,0
2025-07-31 01:12:00,2025-07-31 04:12:00,LONG,3.1182,3.1364,313.05783002658717,0.0054343659803733615,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0019880078237726195,0.0019880078237726195,0.0019880078237726195,0.003479191440279223,0.0026630878373501508,0.006173079190317981,0.005,0.002240071682293871,1.0,60.476190476190645,0.0036585447323074227,1,1,0
2025-07-31 04:21:00,2025-07-31 06:12:00,LONG,3.1321,3.136,49.88395905104841,0.0008446729031640868,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.00038312952970853686,0.00038312952970853686,0.00038312952970853686,0.0011731157700604394,-0.0010326018774802772,0.0001394659718207104,0.005,0.0007021351290971824,1.0,33.83838383838561,0.002371771387520427,1,1,0
2025-07-31 10:15:00,2025-07-31 12:03:00,LONG,3.163,3.1462,-337.9238740161762,-0.005709288650015785,0,EMERGENCY_DROP_0.53%,TREND_UP,LONG_TREND_PULLBACK,0.0004109372530425315,0.0004109372530425315,0.0004109372530425315,0.0012714654178182872,-0.0004536511961181118,0.0008182773592731988,0.005,0.0007267441860465018,1.0,52.071005917159546,0.002106905475290244,1,1,0
2025-08-01 13:33:00,2025-08-01 13:42:00,LONG,2.9874,2.9679,-397.34831880944057,-0.006924804177545641,0,EMERGENCY_DROP_0.65%,TREND_UP,LONG_TREND_PULLBACK,0.0036808994779815585,0.0036808994779815585,0.0036808994779815585,0.0044552279133521595,0.00126853918129632,0.005755091495748407,0.005,0.005301060212042343,1.0,58.34633385335411,0.004726599396043696,1,1,0
