entry_ts,exit_ts,side,entry_price,exit_price,pnl,pnl_pct,win,reason,regime,signal,ret,ret_2,ret_5,ema_diff,price_to_ema20,price_to_ema50,volatility,range_pct,volume_ratio,rsi,ema_slope,side_num,regime_trend_up,regime_trend_down
2025-07-22 11:15:00,2025-07-22 13:30:00,LONG,3.4881,3.5033,197.79650812762904,0.003955930162552581,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.001978154296035095,0.001978154296035095,0.001978154296035095,0.002726477435037946,0.001742328997045982,0.004485808618232388,0.005,0.0025751072961373096,1.0,53.36322869955176,0.0025650007179602863,1,1,0
2025-07-22 13:33:00,2025-07-22 13:54:00,LONG,3.4952,3.4748,-317.2541938778612,-0.006234241245136179,0,EMERGENCY_DROP_0.58%,TREND_UP,LONG_TREND_PULLBACK,0.0031684411840264826,0.0031684411840264826,0.0031684411840264826,0.0020323311423768716,-0.0005714107700329909,0.001462730129773979,0.005,0.0059185067152287526,1.0,50.32894736842126,0.0035747229643483536,1,1,0
2025-07-22 17:33:00,2025-07-22 19:30:00,LONG,3.5212,3.5511,397.9384700365976,0.008088026809042383,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0015903669203680693,0.0015903669203680693,0.0015903669203680693,0.0011583466247279445,0.0017845443994873192,0.002948379485279374,0.005,0.0016445503005558153,1.0,52.55041518386724,0.0029352390810009066,1,1,0
2025-07-22 19:33:00,2025-07-22 19:54:00,LONG,3.5487,3.5305,-282.3656317189415,-0.005526587200946886,0,EMERGENCY_DROP_0.51%,TREND_UP,LONG_TREND_PULLBACK,0.0015769761482358202,0.0015769761482358202,0.0015769761482358202,0.002171987280049148,-0.0009200232461458165,0.001252684065760108,0.005,0.0022773919644613755,1.0,45.87500000000023,0.0033401013928342493,1,1,0
2025-07-23 22:42:00,2025-07-23 23:45:00,LONG,3.1717,3.1742,19.231662878261165,0.00038790553961596196,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.000914076782449591,0.000914076782449591,0.000914076782449591,9.915083762404152e-06,0.006373483294813756,0.006383525268782701,0.005,0.0018579751220280322,1.0,75.34775888717161,-0.005691248093841583,1,1,0
2025-07-24 00:48:00,2025-07-24 01:33:00,LONG,3.2116,3.1915,-329.9755592870181,-0.006656059285091476,0,EMERGENCY_DROP_0.63%,TREND_UP,LONG_TREND_PULLBACK,0.0025844620893664683,0.0025844620893664683,0.0025844620893664683,0.004653729169319385,0.004467276069653638,0.009184728918663978,0.005,0.0031368407975650653,1.0,73.78640776699028,0.0024988103157714825,1,1,0
2025-07-24 01:36:00,2025-07-24 02:18:00,LONG,3.1842,3.2019,246.61441249679345,0.005156472583380456,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0025378325030549487,0.0025378325030549487,0.0025378325030549487,0.0022915529107572076,-0.0019609334376086765,0.0003268734694391443,0.005,0.005094068379273629,1.0,37.83160322952723,0.0030133853699103597,1,1,0
2025-07-24 02:21:00,2025-07-24 02:51:00,LONG,3.2004,3.2076,90.52483792981774,0.001848818897637686,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0005933976701333332,0.0005933976701333332,0.0005933976701333332,0.0021692400484963122,-0.0030432627205648492,-0.0008825328389183835,0.005,0.0013109432548848185,1.0,53.70370370370394,0.002220003047675556,1,1,0
2025-07-24 12:18:00,2025-07-24 13:48:00,LONG,3.152,3.1528,-7.214992175289755,-0.0001462944162436828,0,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0003478260869564931,0.0003478260869564931,0.0003478260869564931,0.006762311835736875,0.0018679007208228715,0.008701798071058508,0.005,0.003666708812744991,1.0,51.56950672645746,0.008174433515579782,1,1,0
2025-07-24 13:51:00,2025-07-24 13:57:00,LONG,3.1528,3.1361,-280.0887529421607,-0.005694760213143923,0,EMERGENCY_DROP_0.53%,TREND_UP,LONG_TREND_PULLBACK,0.0005709210860187497,0.0005709210860187497,0.0005709210860187497,0.0025379053192853746,-0.0021454115285944944,0.000388031614083387,0.005,0.006149749572053536,1.0,51.33381398702228,0.00347993825660331,1,1,0
2025-07-24 14:00:00,2025-07-24 17:30:00,LONG,3.1289,3.228,1490.6168438972084,0.031259803764901534,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0035408957509253103,0.0035408957509253103,0.0035408957509253103,0.00132498376550675,-0.0032535267043288566,-0.0019354098522193842,0.005,0.005435646396897586,1.0,41.8774966711052,0.002142283478832274,1,1,0
2025-07-24 18:03:00,2025-07-24 19:30:00,LONG,3.2156,3.235,309.92641991877895,0.005630675457146438,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.002327746741154435,0.002327746741154435,0.002327746741154435,0.003048054910813196,0.0015776391081705236,0.004644682331430553,0.005,0.004458894565722307,1.0,54.42561205273044,0.005684231750805457,1,1,0
2025-07-24 19:33:00,2025-07-24 19:57:00,LONG,3.2331,3.2087,-448.68868039310047,-0.00794391760230119,0,EMERGENCY_DROP_0.75%,TREND_UP,LONG_TREND_PULLBACK,0.0006800618238023137,0.0006800618238023137,0.0006800618238023137,0.0027539747423713672,-0.002323971215468623,0.0004247704573862391,0.005,0.002687507722723388,1.0,45.09516837481706,0.004087602272922375,1,1,0
2025-07-24 20:00:00,2025-07-24 20:30:00,LONG,3.2082,3.2182,146.99254734473143,0.0027157658500092845,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0030230311341041816,0.0030230311341041816,0.0030230311341041816,0.0003982404420640119,-0.0051633198305838955,-0.0047690250436600605,0.005,0.003511061396967396,1.0,31.653225806451815,0.0022481168656782735,1,1,0
