entry_ts,exit_ts,side,entry_price,exit_price,pnl,pnl_pct,win,reason,regime,signal,ret,ret_2,ret_5,ema_diff,price_to_ema20,price_to_ema50,volatility,range_pct,volume_ratio,rsi,ema_slope,side_num,regime_trend_up,regime_trend_down
2025-10-21 02:36:00,2025-10-21 04:06:00,SHORT,2.4638,2.4341,116.59371702248583,0.011659371702248584,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_DOWN,SHORT_TREND_PULLBACK,-0.0015828564470962148,-0.0015828564470962148,-0.0015828564470962148,-0.003522738319779906,-0.0019258768031945057,-0.005422764572389451,0.005,0.001829268292682996,1.0,39.85330073349623,-0.003991527984741672,-1,0,1
2025-10-21 05:24:00,2025-10-21 05:36:00,SHORT,2.4247,2.4383,-60.788670538866874,-0.006011184888852161,0,EMERGENCY_SPIKE_0.56%,TREND_DOWN,SHORT_TREND_PULLBACK,-0.001072341829580048,-0.001072341829580048,-0.001072341829580048,-0.003952765068431418,-0.002867818145274091,-0.006782514600834199,0.005,0.001403798513625132,1.0,51.02040816326547,-0.006086404965224501,-1,0,1
2025-10-21 05:39:00,2025-10-21 07:09:00,SHORT,2.4315,2.4197,44.76189271998965,0.004454912605387633,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_DOWN,SHORT_TREND_PULLBACK,-0.0011927284691947149,-0.0011927284691947149,-0.0011927284691947149,-0.0031976194613812007,-0.00023392301241703436,-0.0034198616189985934,0.005,0.0028412600370600577,1.0,55.9405940594059,-0.0060146385551791415,-1,0,1
2025-10-21 12:03:00,2025-10-21 13:09:00,LONG,2.4278,2.4109,-74.2337284122898,-0.00735825026773216,0,EMERGENCY_DROP_0.70%,TREND_UP,LONG_TREND_PULLBACK,0.0009058716956271695,0.0009058716956271695,0.0009058716956271695,0.0021565393367697573,0.0022627948615344534,0.004433797298791495,0.005,0.0014809939114694946,1.0,62.27544910179643,0.0011491561062022537,1,1,0
2025-10-22 09:03:00,2025-10-22 10:33:00,SHORT,2.4007,2.3804,80.67496953996631,0.008059249385595954,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_DOWN,SHORT_TREND_PULLBACK,-0.0010420140046681903,-0.0010420140046681903,-0.0010420140046681903,-0.0009782953777903991,-0.0014135597689000554,-0.002388139264605835,0.005,0.0017106855259315787,1.0,45.739910313901404,-0.0024002856625777724,-1,0,1
2025-10-22 11:06:00,2025-10-22 11:09:00,SHORT,2.3808,2.3932,-56.591737370163045,-0.00561041666666684,0,EMERGENCY_SPIKE_0.52%,TREND_DOWN,SHORT_TREND_PULLBACK,-0.0021000462010163368,-0.0021000462010163368,-0.0021000462010163368,-0.0021332910540812224,-0.0026042305196828023,-0.004721918997544694,0.005,0.002904162633107414,1.0,32.56880733944857,-0.002454321457707409,-1,0,1
2025-10-22 13:06:00,2025-10-22 13:45:00,LONG,2.3965,2.3988,5.608189106551485,0.0005593490506989228,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.0007510953473814919,0.0007510953473814919,0.0007510953473814919,0.0010733458496020702,-0.0005523190584100553,0.0005209928584854744,0.005,0.0010841012383770645,1.0,36.092715231788034,0.0012485632953955772,1,1,0
2025-10-22 13:51:00,2025-10-22 14:03:00,LONG,2.3929,2.391,-11.970255428580096,-0.0011936980233189908,0,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.001752994699278032,0.001752994699278032,0.001752994699278032,0.0007383999978405782,-0.00045930665636979856,0.000278960078948523,0.005,0.004666472230323777,1.0,44.7427293064882,0.0013109422440904517,1,1,0
2025-10-22 19:09:00,2025-10-22 19:15:00,SHORT,2.3943,2.3907,11.054857471648244,0.0011041724094725174,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_DOWN,SHORT_TREND_PULLBACK,-0.0013370101111389587,-0.0013370101111389587,-0.0013370101111389587,-0.001225539152398228,0.0037650278508442954,0.0025317600563119933,0.005,0.0022173876663041095,1.0,61.277445109780636,-0.0023733561389446267,-1,0,1
2025-10-22 20:45:00,2025-10-22 21:15:00,SHORT,2.3732,2.3466,108.33462814097904,0.010812978257205536,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_DOWN,SHORT_TREND_PULLBACK,-0.0009270574354220962,-0.0009270574354220962,-0.0009270574354220962,-0.0021592922519933053,-0.0005109770623689348,-0.0026634178067953588,0.005,0.0013918765025940794,1.0,45.69190600522159,-0.0028639172092904674,-1,0,1
2025-10-23 03:48:00,2025-10-23 06:48:00,LONG,2.3756,2.4156,166.33665131825072,0.016431116349553812,1,DE_CLOSE_FROM_EXIT_SIGNAL,TREND_UP,LONG_TREND_PULLBACK,0.00046290451542319033,0.00046290451542319033,0.00046290451542319033,0.0015107701554269554,-0.0005977439188764076,0.0009135024501742108,0.005,0.0007571296374191325,1.0,41.66666666666821,0.002151619769942714,1,1,0
