timestamp,event_type,price,regime_raw,regime_confirmed,confirm_reason,signal,signal_reason,signal_score,action,decision_reason,position,unrealized_pnl,ema_fast,ema_slow,atr,rsi
2026-01-17T22:51:04.686888,INITIAL,2.0614,TREND_DOWN,RANGE,TREND_DOWN_OVERRIDE_RANGE_LOW_SLOPE,HOLD,RANGE_DISABLED,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0606,2.0604,0.001714,56.6
2026-01-17T23:09:06.077144,REGIME_CHANGE,2.0597,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_BLOCK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0602,2.0603,0.001550,47.3
2026-01-17T23:15:06.082871,REGIME_CHANGE,2.0630,TREND_UP,RANGE,TREND_UP_OVERRIDE_RANGE_LOW_SLOPE,HOLD,RANGE_DISABLED,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0605,2.0604,0.001471,59.4
2026-01-17T23:48:03.180863,REGIME_CHANGE,2.0730,TRANSITION,HIGH_VOL,HIGH_VOL_ACTIVE,HOLD,FSM_BLOCKED_REGIME,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0667,2.0635,0.001986,76.9
2026-01-18T00:48:07.073737,PERIODIC,2.0760,TREND_UP,HIGH_VOL,HIGH_VOL_STILL_ACTIVE,HOLD,FSM_BLOCKED_REGIME,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0740,2.0696,0.001971,61.9
2026-01-18T01:48:07.766225,PERIODIC,2.0714,TREND_DOWN,HIGH_VOL,HIGH_VOL_ACTIVE,HOLD,FSM_BLOCKED_REGIME,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0731,2.0721,0.001671,31.3
2026-01-18T02:48:03.031138,PERIODIC,2.0762,TREND_DOWN,HIGH_VOL,HIGH_VOL_STILL_ACTIVE,HOLD,FSM_BLOCKED_REGIME,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0750,2.0735,0.001157,66.4
2026-01-18T03:48:03.553319,PERIODIC,2.0735,TREND_DOWN,HIGH_VOL,HIGH_VOL_ACTIVE,HOLD,FSM_BLOCKED_REGIME,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0746,2.0741,0.000850,49.1
2026-01-18T04:48:05.370557,PERIODIC,2.0741,TREND_UP,HIGH_VOL,HIGH_VOL_STILL_ACTIVE,HOLD,FSM_BLOCKED_REGIME,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0743,2.0741,0.001036,50.0
2026-01-18T05:48:10.978759,PERIODIC,2.0712,TRANSITION,HIGH_VOL,HIGH_VOL_STILL_ACTIVE,HOLD,FSM_BLOCKED_REGIME,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0719,2.0728,0.000764,52.1
2026-01-18T06:48:10.078362,PERIODIC,2.0685,TREND_DOWN,HIGH_VOL,HIGH_VOL_STILL_ACTIVE,HOLD,FSM_BLOCKED_REGIME,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0683,2.0702,0.001014,44.3
2026-01-18T07:15:04.125971,REGIME_CHANGE,2.0653,TREND_DOWN,TRANSITION,HIGH_VOL_EXIT_TO_TRANSITION,HOLD,TRANSITION_BLOCK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0674,2.0692,0.000914,49.1
