timestamp,event_type,price,regime_raw,regime_confirmed,confirm_reason,signal,signal_reason,signal_score,action,decision_reason,position,unrealized_pnl,ema_fast,ema_slow,atr,rsi
2026-01-18T13:09:11.202199,INITIAL,2.0544,TRANSITION,TRANSITION,TRANSITION_NOT_CONFIRMED,HOLD,TRANSITION_BLOCK,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0556,2.0554,0.001671,46.4
2026-01-18T13:12:08.753549,REGIME_CHANGE,2.0529,TREND_DOWN,RANGE,TREND_DOWN_OVERRIDE_RANGE_LOW_SLOPE,HOLD,RANGE_DISABLED,0.000,NO_ACTION,DE_HOLD,FLAT,0.00,2.0554,2.0553,0.001464,22.6
